Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2015 Indian Wells R128,L vs Stephens,8,41,0.2,5.5%,28.1%,8,33,0.2,6.1%,25.0%,3.8%,2.3%,0.3,8.9%,29.5%
2014 Bastad SF,W vs Cepelova,15,20,0.8,13.0%,17.4%,15,18,0.8,13.6%,16.4%,6.4%,7.3%,0.6,18.3%,30.4%
2014 Wimbledon R64,L vs Williams,5,13,0.4,6.5%,16.9%,5,12,0.4,7.4%,17.6%,2.9%,4.4%,3.7,33.8%,9.1%
2014 Wimbledon R128,W vs Mchale,11,14,0.8,10.1%,12.8%,11,12,0.9,11.1%,12.1%,6.1%,4.0%,0.7,11.9%,17.4%
2014 Roland Garros R128,L vs Soler Espinosa,21,29,0.7,15.6%,21.5%,20,24,0.8,16.3%,19.5%,8.1%,8.1%,1.2,19.3%,15.6%
2013 US Open R64,L vs Wozniacki,11,27,0.4,12.5%,30.7%,11,27,0.4,12.6%,31.0%,,,1.3,15.9%,12.5%
2013 Wimbledon R128,L vs Vinci,16,20,0.8,15.5%,19.4%,16,17,0.9,17.2%,18.3%,,,3.8,22.3%,5.8%
2013 Roland Garros R128,L vs Johansson,9,23,0.4,7.0%,18.0%,9,18,0.5,7.8%,15.5%,,,0.7,20.3%,28.1%
2012 US Open R128,L vs Kirilenko,2,23,0.1,2.2%,24.7%,1,19,0.1,1.2%,23.2%,,,0.7,14.0%,20.4%
2011 US Open R32,L vs Schiavone,29,46,0.6,13.5%,21.4%,26,39,0.7,13.3%,19.9%,10.2%,1.0%,0.6,14.4%,22.8%
2011 US Open R64,W vs Barthel,22,36,0.6,12.7%,20.8%,21,30,0.7,13.7%,19.6%,10.5%,3.3%,0.5,12.1%,26.6%
2011 Roland Garros R64,L vs Kirilenko,15,27,0.6,14.9%,26.7%,15,24,0.6,16.1%,25.8%,8.6%,7.5%,1.2,16.8%,13.9%
2011 Australian Open R32,L vs Azarenka,16,24,0.7,14.7%,22.0%,16,20,0.8,15.5%,19.4%,,,1.6,19.3%,11.9%
Career (13 matches),,180,343,0.5,11.3%,21.5%,174,293,0.6,12.0%,20.1%,5.1%,2.9%,0.8,16.6%,20.0%
