Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,15,6,9,40.0%,2,0,2,0.0%,2003,2015,R32,7,0.87,1.1%,8.3%,64.0%,56.1%,37.4%,49.4%,44.3%,41.7%,41.4%
Roland Garros,9,Clay,21,12,9,57.1%,1,1,0,100.0%,2003,2014,R16,8,0.93,0.5%,5.0%,70.2%,53.9%,39.5%,49.6%,46.9%,54.0%,44.3%
Wimbledon,9,Grass,11,2,9,18.2%,4,0,4,0.0%,2003,2014,R64,6,0.84,0.3%,5.3%,63.0%,58.0%,47.4%,54.0%,38.8%,52.1%,31.0%
US Open,10,Hard,17,7,10,41.2%,4,1,3,25.0%,2003,2014,R32,7,1.00,2.2%,7.2%,62.0%,63.9%,41.5%,55.4%,44.7%,54.7%,38.5%
Fed Cup,5,,15,9,6,60.0%,2,1,1,50.0%,2002,2015,,0,,,,,,,,,,
Charleston,8,Clay,15,7,8,46.7%,2,0,2,0.0%,2008,2015,R16,12,0.96,0.6%,7.2%,66.9%,60.4%,44.5%,55.1%,43.1%,60.8%,43.5%
Cincinnati,6,Hard,15,9,6,60.0%,2,1,1,50.0%,2007,2014,R32,13,1.13,1.5%,7.3%,65.6%,62.3%,48.7%,57.7%,48.0%,55.2%,61.1%
Beijing,6,Hard,12,6,6,50.0%,2,1,1,50.0%,2009,2014,R32,8,0.95,0.5%,8.8%,62.5%,55.6%,42.9%,50.8%,46.6%,51.7%,58.5%
Indian Wells,6,Hard,9,3,6,33.3%,0,0,0,-,2010,2015,R32,9,0.97,0.2%,8.1%,62.6%,57.9%,42.3%,52.1%,46.6%,59.1%,41.1%
Guangzhou,5,Hard,13,9,4,69.2%,3,3,0,100.0%,2009,2013,W,13,1.02,2.0%,7.2%,62.8%,63.5%,42.1%,55.6%,45.5%,55.6%,46.0%
Sydney,5,Hard,13,8,5,61.5%,3,0,3,0.0%,2010,2015,R16,11,1.22,1.2%,8.9%,61.9%,64.1%,46.7%,57.5%,51.9%,42.2%,48.0%
