Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,0,,,,,,,,,,,,
2023,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,3.6%,1.8%,47.3%,65.4%,31.0%,47.3%,40.0%,43.6%,0.76,
2022,6,3,3,50.0%,6-8,42.9%,67-73,47.9%,1-0,100.0%,6,60.0%,33.3%,0.7%,4.3%,66.2%,56.4%,53.8%,55.5%,42.9%,49.4%,0.96,R16 (Bogota)
2016,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,60.0%,11.1%,0.0%,4.3%,68.1%,57.4%,40.9%,52.2%,37.1%,44.6%,0.78,R32 (Bogota)
2015,2,1,1,50.0%,2-2,50.0%,17-14,54.8%,0-0,-,1,62.5%,0.0%,0.0%,3.9%,54.9%,57.1%,56.5%,56.9%,25.0%,40.8%,0.58,
2014,2,1,1,50.0%,2-2,50.0%,18-21,46.2%,0-0,-,1,-,-,0.0%,7.7%,60.0%,48.7%,46.2%,47.7%,59.7%,54.0%,1.14,R16 (Bogota)
2013,2,1,1,50.0%,3-3,50.0%,29-24,54.7%,0-1,0.0%,0,,,,,,,,,,,,
2012,2,1,1,50.0%,2-2,50.0%,14-20,41.2%,0-0,-,1,-,-,1.9%,3.7%,61.1%,45.5%,33.3%,40.7%,37.0%,39.0%,0.62,
2008,1,0,1,0.0%,0-2,0.0%,0-12,0.0%,0-0,-,0,,,,,,,,,,,,
Career,19,7,12,36.8%,15-27,35.7%,165-213,43.7%,1-2,33.3%,11,58.8%,27.1%,0.8%,4.4%,63.3%,55.6%,48.4%,53.0%,42.1%,47.6%,0.90,
