Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,18,10,8,55.6%,22-18,55.0%,205-169,54.8%,3-4,42.9%,18,59.5%,49.7%,1.6%,4.5%,60.4%,60.0%,46.6%,54.7%,49.7%,52.1%,1.10,SF (W15 Fiano Romano)
2024,11,7,4,63.6%,15-9,62.5%,118-94,55.7%,1-0,100.0%,1,33.3%,25.0%,2.6%,11.8%,51.3%,64.1%,29.7%,47.4%,34.1%,42.7%,0.65,W (W35 Mosquera)
2023,7,3,4,42.9%,5-8,38.5%,59-65,47.6%,0-0,-,2,57.1%,33.3%,2.4%,7.1%,57.6%,59.2%,44.4%,52.9%,46.4%,49.2%,0.99,R16 (3x)
2022,26,15,11,57.7%,34-27,55.7%,294-271,52.0%,5-5,50.0%,0,,,,,,,,,,,,SF (W60 Brescia)
2021,21,9,12,42.9%,21-22,48.8%,205-197,51.0%,0-1,0.0%,0,,,,,,,,,,,,F (W15 Ibague)
2020,7,2,5,28.6%,7-10,41.2%,80-76,51.3%,0-3,0.0%,0,,,,,,,,,,,,SF (W15 Antalya)
2019,36,26,10,72.2%,60-25,70.6%,459-297,60.7%,4-5,44.4%,0,,,,,,,,,,,,W (3x)
2018,8,5,3,62.5%,7-5,58.3%,61-38,61.6%,0-2,0.0%,0,,,,,,,,,,,,F (Cucuta $15K)
2017,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Cucuta $15K)
2016,20,12,8,60.0%,26-20,56.5%,222-185,54.5%,0-2,0.0%,0,,,,,,,,,,,,F (Antalya $10K)
2015,6,2,4,33.3%,5-9,35.7%,56-70,44.4%,0-0,-,0,,,,,,,,,,,,QF (Bastad $10K)
2014,44,27,17,61.4%,61-43,58.7%,496-443,52.8%,7-3,70.0%,0,,,,,,,,,,,,W (2x)
2013,22,9,13,40.9%,21-28,42.9%,220-231,48.8%,0-1,0.0%,0,,,,,,,,,,,,SF (Stuttgart Stammheim 10K)
2012,33,22,11,66.7%,44-27,62.0%,371-290,56.1%,2-3,40.0%,0,,,,,,,,,,,,W (Gardone Val Trompia 10K)
2011,36,27,9,75.0%,53-24,68.8%,404-264,60.5%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2010,25,14,11,56.0%,30-25,54.5%,247-230,51.8%,2-1,66.7%,0,,,,,,,,,,,,W (Bogota 10K)
2009,21,13,8,61.9%,26-20,56.5%,225-213,51.4%,3-3,50.0%,0,,,,,,,,,,,,F (Bogota 10K)
2008,9,4,5,44.4%,9-11,45.0%,83-84,49.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (4x)
2007,8,4,4,50.0%,9-9,50.0%,76-68,52.8%,0-0,-,0,,,,,,,,,,,,QF (Valencia 10K)
Career,359,211,148,58.8%,455-342,57.1%,3888-3297,54.1%,29-36,44.6%,21,58.2%,47.5%,1.7%,5.1%,59.7%,60.2%,45.3%,54.2%,49.0%,51.5%,1.07,
