Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,9,16,36.0%,24-41,36.9%,287-364,44.1%,7-8,46.7%,24,73.7%,14.6%,5.5%,3.8%,65.0%,68.3%,48.5%,61.4%,32.3%,47.2%,0.84
Clay,15,7,8,46.7%,16-20,44.4%,182-195,48.3%,5-5,50.0%,14,73.8%,22.1%,3.7%,2.8%,69.0%,63.8%,50.0%,59.5%,37.6%,49.2%,0.93
Grass,3,0,3,0.0%,1-7,12.5%,31-50,38.3%,1-1,50.0%,3,70.0%,5.1%,6.1%,3.9%,64.0%,65.3%,43.8%,57.6%,27.0%,44.3%,0.64
Grand Slams,5,1,4,20.0%,7-14,33.3%,86-122,41.3%,4-1,80.0%,5,71.3%,9.8%,4.1%,3.3%,68.2%,65.7%,47.1%,59.8%,28.4%,45.2%,0.71
Masters,14,6,8,42.9%,15-20,42.9%,166-190,46.6%,3-6,33.3%,14,74.9%,19.1%,4.2%,4.1%,65.7%,66.0%,49.8%,60.4%,35.9%,48.6%,0.91
Other Tours,23,9,14,39.1%,19-32,37.3%,240-285,45.7%,6-7,46.2%,22,73.4%,17.4%,5.8%,3.0%,66.1%,66.9%,48.3%,60.6%,34.5%,48.0%,0.88
Best of 5,5,1,4,20.0%,7-14,33.3%,86-122,41.3%,4-1,80.0%,5,71.3%,9.8%,4.1%,3.3%,68.2%,65.7%,47.1%,59.8%,28.4%,45.2%,0.71
Best of 3,38,15,23,39.5%,34-54,38.6%,414-487,45.9%,9-13,40.9%,36,74.0%,18.1%,5.1%,3.5%,65.9%,66.5%,48.9%,60.5%,35.0%,48.3%,0.89
Quarter-finals,3,0,3,0.0%,1-6,14.3%,31-44,41.3%,1-1,50.0%,3,67.6%,13.9%,3.0%,3.0%,70.6%,63.1%,39.7%,56.2%,33.6%,45.6%,0.77
vs Righties,39,14,25,35.9%,37-62,37.4%,453-555,44.9%,12-12,50.0%,38,73.4%,16.0%,4.9%,3.4%,66.5%,66.3%,48.1%,60.2%,33.5%,47.5%,0.84
vs Lefties,4,2,2,50.0%,4-6,40.0%,47-54,46.5%,1-2,33.3%,3,74.4%,23.1%,5.3%,3.3%,65.0%,67.1%,54.1%,62.6%,37.5%,49.7%,1.00
vs Top 10,8,2,6,25.0%,7-16,30.4%,98-132,42.6%,3-2,60.0%,8,72.8%,10.8%,4.2%,3.1%,64.9%,66.8%,46.3%,59.6%,31.4%,46.7%,0.78
