Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,8,4,4,50.0%,2020,2026,R64,12,0.94,5.3%,3.3%,68.4%,66.8%,49.2%,61.2%,36.5%,51.1%,47.1%
Roland Garros,9,Clay,17,8,9,47.1%,7,4,3,57.1%,2017,2025,R64,14,0.97,3.4%,3.0%,66.5%,63.6%,46.8%,58.0%,40.6%,50.4%,39.9%
Wimbledon,5,Grass,8,3,5,37.5%,7,5,2,71.4%,2021,2025,R64,8,0.77,4.1%,3.3%,66.9%,62.4%,48.3%,57.7%,32.6%,66.0%,35.7%
US Open,5,Hard,6,1,5,16.7%,4,1,3,25.0%,2021,2025,R64,6,0.73,6.4%,3.7%,63.6%,67.3%,41.4%,57.9%,30.8%,56.9%,48.0%
Davis Cup,1,,1,0,1,0.0%,0,0,0,-,2026,2026,,0,,,,,,,,,,
Miami Masters,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2024,2026,R64,4,0.80,4.8%,3.1%,71.8%,69.3%,43.8%,62.1%,30.5%,47.4%,20.0%
Auckland,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2024,2026,QF,6,1.20,6.4%,2.9%,63.4%,70.5%,55.5%,65.0%,41.9%,38.5%,31.7%
Hong Kong,2,Hard,7,6,1,85.7%,4,3,1,75.0%,2024,2026,W,7,1.06,6.4%,2.1%,70.2%,70.6%,47.8%,63.8%,38.4%,64.3%,55.6%
Paris Masters,3,Hard,4,1,3,25.0%,3,0,3,0.0%,2023,2025,R32,4,1.05,5.4%,4.1%,58.3%,75.4%,54.2%,66.6%,35.2%,73.9%,36.8%
Stockholm,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2025,R16,3,0.86,3.4%,1.1%,59.8%,64.4%,48.6%,58.0%,35.9%,57.7%,33.3%
Shanghai Masters,3,Hard,5,2,3,40.0%,2,2,0,100.0%,2023,2025,R32,5,0.94,6.3%,2.1%,66.8%,70.4%,44.4%,61.7%,36.0%,48.4%,41.4%
