Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Canada R32,L vs Rune,65.3%,34.4%,2.0%,1/0,2.10,6.5%,59.4%,31.6%,0.0%,1.67,12.5%,81.3%,38.5%,6.3%,2.57,0.0%
2025 Wimbledon R128,L vs Djokovic,50.5%,46.2%,14.6%,9/6,2.38,15.4%,41.7%,43.3%,9.7%,2.23,23.8%,73.3%,50.0%,26.7%,2.67,0.0%
2025 Rio de Janeiro F,L vs Baez,85.1%,40.0%,6.4%,2/1,2.21,2.0%,78.8%,34.6%,6.1%,2.22,2.9%,100.0%,50.0%,7.1%,2.19,0.0%
2025 Rio de Janeiro SF,W vs Comesana,72.4%,52.6%,3.8%,4/0,2.39,9.7%,69.8%,45.5%,1.6%,2.31,14.5%,84.2%,62.5%,7.9%,2.50,2.6%
2025 Hong Kong F,W vs Nishikori,78.7%,54.2%,9.3%,5/2,2.60,22.6%,72.9%,57.1%,6.3%,2.53,31.6%,92.3%,50.0%,15.4%,2.80,0.0%
2024 Stockholm R16,L vs Rublev,68.8%,39.4%,25.0%,9/3,2.70,5.0%,50.0%,28.6%,21.4%,3.05,9.5%,95.0%,47.4%,30.0%,2.33,0.0%
2024 Rome R16,L vs Jarry,61.7%,43.2%,6.7%,1/3,-,3.4%,50.0%,40.0%,2.5%,-,5.7%,89.5%,47.1%,15.8%,-,0.0%
2024 Barcelona R32,L vs Ruud,71.4%,50.0%,7.1%,2/2,2.43,2.0%,70.0%,38.1%,6.7%,2.20,3.4%,79.2%,63.2%,8.3%,2.73,0.0%
2024 Indian Wells R64,L vs Dimitrov,62.5%,42.9%,1.8%,0/1,-,28.9%,54.8%,35.3%,3.2%,-,40.9%,78.3%,50.0%,0.0%,-,17.4%
2023 US Open R128,L vs Djokovic,61.7%,32.4%,5.0%,3/0,-,8.3%,63.6%,23.8%,6.1%,-,12.5%,72.7%,43.8%,4.5%,-,0.0%
2023 Gstaad R32,L vs Thiem,62.2%,50.0%,1.4%,1/0,2.44,8.6%,58.0%,41.4%,0.0%,2.33,20.0%,73.9%,64.7%,4.3%,2.50,0.0%
2023 Wimbledon R64,L vs Alcaraz,60.6%,45.5%,6.4%,2/5,2.53,10.3%,61.4%,39.5%,5.7%,2.50,9.4%,63.9%,56.5%,8.3%,2.58,12.0%
2023 Roland Garros R128,L vs Sinner,58.6%,41.5%,7.1%,3/2,2.31,0.0%,55.0%,31.8%,7.5%,2.34,0.0%,67.9%,52.6%,7.1%,2.25,0.0%
2023 Marrakech F,L vs Carballes Baena,84.4%,35.8%,3.1%,3/0,2.27,8.1%,84.7%,31.1%,0.0%,2.14,16.2%,90.9%,50.0%,13.6%,2.38,0.0%
2019 Glasgow CH F,L vs Ruusuvuori,66.7%,44.1%,9.8%,4/1,2.55,2.4%,58.1%,44.4%,12.9%,2.55,3.4%,88.9%,43.8%,5.6%,2.54,0.0%
Career (15 matches),,66.9%,44.1%,7.1%,65.3%,2.40,9.5%,62.4%,38.6%,5.3%,2.34,14.1%,80.5%,52.2%,10.9%,2.51,2.3%
