Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),94,645,89,1718,102,1657,65,1711,124,1543,,,,
2025,43,1205,76,1745,89,1681,48,1728,113,1556,,,,
2024,67,778,104,1694,124,1615,79,1679,127,1532,308,212,,
2023,81,714,117,1656,113,1612,121,1607,154,1492,,,,
2022,160,351,207,1538,217,1476,180,1527,217,1398,,,,
2021,224,288,175,1572,163,1540,173,1527,202,1432,,,,
2020,207,302,147,1588,138,1555,148,1527,,,436,100,,
2019,234,205,251,1494,219,1474,262,1419,,,395,106,,
2018,342,64,309,1393,314,1338,295,1361,,,644,15,,
2017,357,124,,,,,,,,,658,69,,
2016,331,144,,,,,,,,,426,133,,
2015,708,37,,,,,,,,,1072,27,,
2014,1230,6,,,,,,,,,1655,6,,
2013,1304,4,,,,,,,,,1557,6,,
