Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Wimbledon R64,L vs Bacsinszky,93.8,97.9,4.9,,,106,79,81.0,4.1,,,85,68
2015 Roland Garros R64,L vs Kvitova,91.6,97.1,5.9,,,106,70,81.4,4.6,,,88,71
2015 Roland Garros R128,W vs Parmentier,88.8,92.2,8.7,,,104,72,81.0,7.1,,,90,63
2015 Australian Open R64,L vs Errani,96.3,101.3,3.3,,,108,92,85.5,3.2,,,93,79
2014 Wimbledon R64,L vs Bouchard,85.6,92.7,5.0,,,101,83,74.8,4.2,,,81,62
2014 Roland Garros R32,L vs Bertens,86.9,95.1,8.8,,,105,78,80.4,6.1,,,89,67
2013 US Open R128,L vs Radwanska,84.1,,,,,104,,,,,,,66
2013 Roland Garros R64,L vs Cornet,82.1,,,,,105,,,,,,,63
2012 US Open R32,L vs Pironkova,87.2,,,,,107,,,,,,,68
2012 Wimbledon R64,L vs Zvonareva,90.8,,,,,108,,,,,,,63
2011 US Open R32,L vs Suarez Navarro,90.2,104.4,5.4,,,111,90,77.2,5.1,,,85,68
2011 US Open R128,W vs Date Krumm,87.0,96.8,8.8,,,108,80,76.5,5.7,,,91,62
2011 Roland Garros R64,L vs Li,86.5,96.0,9.8,,,113,74,77.0,4.6,,,85,68
Career (13 matches),,89.1,97.0,6.5,,,113,70,79.2,5.0,,,93,62
