Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,2,0,2,0.0%,0-4,0.0%,18-26,40.9%,0-2,0.0%,2,57.1%,28.6%,1.5%,1.5%,66.4%,54.9%,47.8%,52.6%,36.5%,44.5%,0.77,
2018,4,0,4,0.0%,1-8,11.1%,23-51,31.1%,0-0,-,4,36.1%,26.3%,0.5%,1.4%,71.4%,42.0%,42.9%,42.3%,39.7%,40.9%,0.69,R32 (2x)
2017,9,1,8,11.1%,4-16,20.0%,82-122,40.2%,2-4,33.3%,9,52.1%,28.4%,1.4%,3.4%,66.3%,56.3%,39.5%,50.6%,40.7%,45.4%,0.82,R16 (Bogota)
2016,11,5,6,45.5%,12-14,46.2%,108-119,47.6%,0-2,0.0%,11,62.8%,33.0%,1.8%,5.0%,67.4%,61.0%,47.3%,56.6%,43.5%,50.0%,1.00,F (Bogota)
2015,19,3,16,15.8%,7-31,18.4%,133-217,38.0%,1-1,50.0%,17,55.4%,23.0%,1.9%,3.7%,64.4%,55.6%,46.2%,52.2%,37.3%,45.2%,0.78,
2014,42,18,24,42.9%,41-54,43.2%,421-464,47.6%,5-6,45.5%,35,-,-,2.3%,3.6%,58.9%,63.3%,48.6%,57.3%,40.2%,48.8%,0.94,F (Strasbourg)
2013,34,14,20,41.2%,30-45,40.0%,297-364,44.9%,3-3,50.0%,30,-,-,1.3%,5.4%,58.2%,60.5%,42.6%,53.0%,41.5%,47.2%,0.88,SF (Acapulco)
2012,35,14,21,40.0%,32-48,40.0%,336-410,45.0%,5-6,45.5%,30,-,-,2.6%,4.8%,52.1%,63.5%,45.5%,54.9%,41.2%,47.9%,0.91,QF (Estoril)
2011,10,4,6,40.0%,8-13,38.1%,86-107,44.6%,2-0,100.0%,10,-,-,4.1%,3.1%,55.2%,62.9%,46.3%,55.5%,41.0%,48.2%,0.92,R16 (Acapulco)
2010,3,1,2,33.3%,2-5,28.6%,22-36,37.9%,0-0,-,3,-,-,1.2%,5.8%,66.1%,52.2%,34.5%,46.2%,40.7%,43.2%,0.76,R16 (Bogota)
2009,3,0,3,0.0%,0-6,0.0%,22-37,37.3%,0-0,-,3,-,-,1.5%,3.6%,57.4%,63.7%,42.9%,54.8%,33.9%,44.7%,0.75,R32 (2x)
Career,172,60,112,34.9%,137-244,36.0%,1548-1953,44.2%,18-24,42.9%,154,55.0%,27.8%,2.1%,4.2%,59.3%,60.3%,45.4%,54.3%,40.5%,47.4%,0.89,
