Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,4,2,2,50.0%,2019,2026,R32,13,1.00,2.0%,4.2%,67.6%,61.6%,48.1%,57.2%,42.9%,51.6%,33.3%
Roland Garros,9,Clay,18,9,9,50.0%,2,1,1,50.0%,2017,2025,R64,15,1.00,1.4%,3.9%,68.4%,55.1%,43.8%,51.5%,48.7%,48.4%,51.1%
Wimbledon,7,Grass,12,5,7,41.7%,3,0,3,0.0%,2015,2024,R64,10,1.02,2.1%,6.1%,63.0%,64.0%,42.5%,56.0%,45.0%,47.4%,43.1%
US Open,10,Hard,18,8,10,44.4%,2,2,0,100.0%,2022,2024,R64,13,1.01,3.2%,7.7%,61.1%,59.3%,44.9%,53.7%,46.7%,50.4%,46.1%
Cluj-Napoca,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2025,2026,QF,4,1.01,2.4%,4.4%,65.9%,63.1%,38.6%,54.7%,45.9%,58.5%,51.5%
Brisbane,2,Hard,7,4,3,57.1%,1,0,1,0.0%,2024,2026,SF,7,1.07,4.6%,4.2%,63.8%,67.6%,45.5%,59.6%,43.1%,53.5%,47.1%
Limoges 125,2,Hard,10,10,0,100.0%,1,1,0,100.0%,2022,2025,W,10,1.33,2.9%,2.5%,67.0%,67.0%,60.4%,64.8%,46.9%,62.5%,53.3%
Rouen,2,Clay,6,4,2,66.7%,0,0,0,-,2024,2025,SF,6,1.06,1.1%,2.8%,64.1%,60.3%,43.1%,54.1%,48.8%,45.7%,47.5%
Charleston,4,Clay,8,4,4,50.0%,2,1,1,50.0%,2022,2025,QF,8,1.00,1.8%,4.1%,68.4%,57.9%,41.0%,52.6%,47.6%,45.1%,50.7%
Miami,4,Hard,9,5,4,55.6%,1,0,1,0.0%,2022,2025,R16,9,0.94,2.4%,3.8%,66.6%,59.7%,45.0%,54.8%,42.7%,57.0%,39.8%
