Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Dubrovnik 125,Clay,F,127,170,Andrea Lazaro Garcia [ESP] d. (7) Kalinina,3-6 6-4 6-3,0.94,1.1%,3.4%,75.0%,59.1%,45.5%,6/11,2:32
10-Mar-2026,Antalya 125 3,Clay,F,189,148,(SE) Kalinina d. Tamara Zidansek [SLO],6-0 6-3,1.89,4.5%,2.3%,72.7%,65.6%,66.7%,2/4,1:06
03-Mar-2026,Antalya 125 2,Clay,F,189,73,Kalinina d. (1) Oleksandra Oliynykova [UKR],6-3 3-6 6-2,1.14,1.0%,2.9%,63.5%,62.1%,52.6%,15/18,2:45
24-Feb-2026,Antalya 125 1,Clay,F,202,104,(3) Moyuka Uchijima [JPN] d. Kalinina,7-5 7-5,0.86,1.4%,5.5%,71.2%,48.1%,57.1%,5/11,2:00
08-Dec-2025,Limoges 125,Hard,F,155,59,Kalinina d. (2) Elsa Jacquemot [FRA],6-3 4-6 7-5,1.19,4.7%,4.7%,67.9%,69.4%,47.1%,5/9,2:37
08-May-2023,Rome,Clay,F,47,6,(7) Elena Rybakina [KAZ] d. (30) Kalinina,6-4 1-0 RET,0.66,2.3%,0.0%,43.2%,78.9%,32.0%,7/9,1:05
12-Dec-2022,Limoges 125,Hard,F,47,115,(5) Kalinina d. Clara Tauson [DEN],6-3 5-7 6-4,1.38,4.7%,2.3%,52.3%,77.8%,65.9%,3/6,2:16
01-Nov-2021,W60 Nantes,Hard,F,57,97,(1) Kalinina d. (3) Oceane Dodin [FRA],7-6(4) 1-0 RET,,,,,,,,
12-Jul-2021,Budapest,Clay,F,95,42,(1) Yulia Putintseva [KAZ] d. Kalinina,6-4 6-0,0.62,2.4%,2.4%,81.0%,38.2%,50.0%,3/8,1:10
05-Jul-2021,W100 Contrexeville,Clay,F,125,205,(4) Kalinina d. (8) Dalma Galfi [HUN],6-2 6-2,,,,,,,,
