Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Linz R32,L vs Tauson,22.8%,38.6%,45.5%,30.6%,52.8%,60.0%,42.9%,72.7%,100.0%,9.5%,14.3%,26.3%,18.2%,90.0%,100.0%,-104
2024 Cincinnati R64,L vs Wozniacki,11.1%,22.2%,50.0%,15.2%,33.3%,50.0%,73.3%,33.3%,50.0%,6.7%,6.7%,50.0%,83.3%,55.6%,100.0%,-64
2024 Rouen QF,W vs Andreeva,14.8%,21.3%,50.0%,22.2%,30.6%,46.4%,60.9%,23.1%,0.0%,4.3%,8.7%,54.5%,60.0%,16.7%,0.0%,-73
2024 Miami R32,W vs Sabalenka,25.6%,35.4%,39.3%,27.3%,38.2%,45.0%,22.2%,35.7%,37.5%,27.3%,36.4%,25.0%,11.1%,15.4%,0.0%,119
2024 Miami R64,W vs Wozniacki,16.7%,24.2%,50.0%,15.7%,24.1%,48.6%,54.2%,37.1%,12.5%,20.0%,25.7%,53.6%,10.0%,36.0%,40.0%,-39
2024 Australian Open R128,L vs Rus,10.3%,17.2%,19.2%,21.4%,21.4%,9.1%,28.6%,42.9%,50.0%,0.0%,13.3%,26.7%,25.0%,57.1%,66.7%,-119
2023 Guadalajara R32,L vs Kenin,38.9%,43.1%,25.6%,46.5%,53.5%,30.4%,42.9%,54.5%,100.0%,33.3%,33.3%,18.8%,22.2%,46.7%,100.0%,68
2023 US Open R128,L vs Sorribes Tormo,7.7%,15.4%,38.2%,11.4%,20.5%,43.6%,22.7%,63.6%,83.3%,0.0%,6.3%,25.0%,14.3%,22.2%,0.0%,-119
2023 Wimbledon R64,L vs Andreescu,23.9%,30.1%,44.6%,28.3%,40.0%,62.8%,16.0%,28.6%,16.7%,20.0%,20.0%,25.0%,8.0%,40.0%,50.0%,-36
2023 Roland Garros R128,L vs Parry,22.8%,28.1%,41.9%,23.3%,27.9%,39.4%,15.8%,62.5%,60.0%,23.1%,30.8%,50.0%,0.0%,50.0%,-,-18
2023 Rome F,L vs Rybakina,25.0%,27.3%,36.4%,35.0%,40.0%,61.5%,9.1%,66.7%,75.0%,16.7%,16.7%,20.0%,30.0%,57.1%,50.0%,-104
2023 Rome SF,W vs Kudermetova,20.6%,33.3%,50.6%,25.0%,43.3%,53.3%,6.9%,64.5%,80.0%,15.0%,20.0%,47.1%,5.6%,77.3%,75.0%,-46
2023 Rome QF,W vs Haddad Maia,18.2%,25.6%,46.2%,21.8%,26.9%,45.9%,15.2%,42.2%,62.5%,13.5%,27.0%,46.9%,13.3%,18.2%,0.0%,18
2023 Linz R16,L vs Friedsam,18.3%,29.6%,37.7%,20.5%,33.3%,38.7%,18.2%,52.9%,50.0%,18.5%,29.6%,36.4%,0.0%,41.2%,20.0%,61
2023 Australian Open R64,W vs Kvitova,33.3%,42.0%,55.6%,39.5%,51.2%,57.7%,21.7%,30.0%,50.0%,24.0%,28.0%,52.6%,44.4%,12.5%,0.0%,-57
2022 Angers R16,W vs Kenin,33.9%,42.9%,48.4%,43.9%,53.7%,56.5%,50.0%,56.0%,0.0%,11.1%,22.2%,25.0%,20.0%,0.0%,-,-30
2022 San Jose R32,L vs Gauff,17.1%,24.4%,33.3%,16.0%,28.0%,33.3%,27.3%,42.9%,50.0%,25.0%,25.0%,33.3%,16.7%,50.0%,100.0%,97
2022 Madrid QF,L vs Teichmann,15.4%,23.1%,40.5%,15.2%,18.2%,39.3%,41.2%,68.8%,100.0%,17.6%,35.3%,42.9%,57.1%,60.0%,33.3%,23
2022 Charleston QF,L vs Jabeur,13.0%,23.9%,46.2%,13.8%,24.1%,44.0%,37.5%,69.2%,66.7%,12.5%,25.0%,50.0%,16.7%,50.0%,50.0%,-33
2022 Indian Wells R64,L vs Swiatek,13.7%,19.2%,33.3%,16.7%,26.2%,37.1%,35.0%,54.5%,57.1%,13.6%,13.6%,26.3%,7.7%,33.3%,0.0%,-7
Career (27 matches),,19.7%,27.5%,43.4%,22.7%,32.0%,46.3%,34.2%,51.4%,55.8%,16.7%,22.9%,38.4%,19.5%,42.1%,40.0%,48
