Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Linz R32,L vs Tauson,0.0%,-,3.6%,100.0%,6.3%,18.8%,0.0%,21.2%,50.0%,1.9%,100.0%,25,-12
2024 Cincinnati R64,L vs Wozniacki,0.0%,-,5.0%,66.7%,19.4%,30.0%,0.0%,12.5%,25.0%,3.8%,28.6%,38,39
2024 Rouen QF,W vs Andreeva,0.0%,-,10.9%,69.2%,11.8%,22.2%,0.0%,11.0%,25.0%,3.7%,50.0%,-20,-15
2024 Miami R32,W vs Sabalenka,0.0%,-,4.4%,71.4%,14.0%,29.4%,0.0%,6.9%,27.3%,0.4%,100.0%,-100,-76
2024 Miami R64,W vs Wozniacki,0.0%,-,10.4%,84.6%,12.6%,18.6%,50.0%,9.9%,21.4%,1.9%,18.2%,-15,-22
2024 Australian Open R128,L vs Rus,0.0%,-,3.7%,50.0%,8.2%,4.0%,15.8%,10.8%,15.0%,1.3%,0.0%,5,11
2023 Guadalajara R32,L vs Kenin,0.0%,-,2.8%,100.0%,8.7%,20.0%,0.0%,7.0%,12.5%,0.0%,-,-15,17
2023 US Open R128,L vs Sorribes Tormo,0.0%,-,14.9%,70.0%,9.5%,15.2%,7.7%,7.1%,21.1%,2.2%,0.0%,22,21
2023 Wimbledon R64,L vs Andreescu,0.0%,-,6.4%,57.1%,14.0%,33.3%,0.0%,14.8%,28.6%,1.8%,16.7%,-6,-15
2023 Roland Garros R128,L vs Parry,0.0%,-,9.3%,50.0%,14.5%,12.5%,0.0%,3.0%,6.7%,0.8%,50.0%,-32,-28
2023 Rome F,L vs Rybakina,0.0%,-,4.9%,75.0%,6.8%,10.0%,0.0%,6.1%,33.3%,0.8%,0.0%,-85,-65
2023 Rome SF,W vs Kudermetova,0.0%,-,6.4%,76.9%,17.3%,33.3%,50.0%,9.7%,66.7%,2.0%,83.3%,1,-12
2023 Rome QF,W vs Haddad Maia,0.0%,-,4.5%,90.9%,8.4%,11.9%,11.1%,10.3%,20.5%,2.0%,36.4%,-7,-6
2023 Linz R16,L vs Friedsam,0.0%,-,7.2%,40.0%,21.1%,7.7%,33.3%,10.0%,21.4%,2.0%,40.0%,52,43
2023 Australian Open R64,W vs Kvitova,0.0%,-,4.6%,85.7%,8.4%,16.7%,12.5%,9.9%,27.3%,1.6%,50.0%,-79,-59
2022 Angers R16,W vs Kenin,0.0%,-,7.2%,80.0%,22.4%,25.0%,0.0%,17.3%,22.2%,0.0%,-,-59,-7
2022 San Jose R32,L vs Gauff,0.0%,-,13.1%,27.3%,5.9%,0.0%,0.0%,8.3%,50.0%,2.9%,0.0%,-68,-77
2022 Madrid QF,L vs Teichmann,0.0%,-,6.2%,71.4%,14.1%,25.0%,0.0%,12.5%,10.0%,0.5%,0.0%,54,23
2022 Charleston QF,L vs Jabeur,0.0%,-,8.7%,77.8%,14.3%,20.0%,0.0%,10.0%,0.0%,2.2%,0.0%,-66,-82
2022 Indian Wells R64,L vs Swiatek,0.0%,-,1.9%,33.3%,6.8%,11.8%,0.0%,5.8%,33.3%,2.0%,20.0%,-5,0
Career (27 matches),,0.0%,-,6.8%,68.2%,11.7%,17.4%,11.5%,9.5%,22.8%,1.8%,29.9%,-10,-11
