Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Svitolina,88.7,96.5,4.0,98.9,92.2,104,87,75.7,7.1,,,92,62
2024 US Open R128,W vs Dodin,87.0,95.7,5.5,97.4,93.6,105,79,76.9,5.4,,75.0,88,67
2023 US Open R128,L vs Sorribes Tormo,88.5,93.2,7.4,99.6,94.3,105,71,75.7,7.0,88.0,66.0,88,63
2022 US Open R128,W vs Pera,93.8,98.2,5.9,101.6,98.0,106,82,84.2,7.0,,93.0,97,73
2022 Wimbledon R64,L vs Tsurenko,93.0,96.1,5.4,97.4,96.6,107,78,86.3,4.9,,87.3,95,70
2021 US Open R64,L vs Kerber,90.3,96.1,5.4,99.4,90.8,106,87,78.9,7.8,85.5,75.0,95,64
2021 US Open R128,W vs Sherif,93.4,96.6,7.6,101.9,91.9,109,67,86.5,5.0,101.0,88.0,101,79
2020 US Open R128,L vs Pliskova,93.4,95.4,4.4,97.3,90.5,103,81,86.4,3.0,88.0,,91,81
2018 US Open R64,L vs Stephens,95.0,100.3,4.7,100.9,99.2,110,88,87.2,5.7,94.0,90.3,97,73
Career (9 matches),,91.7,96.6,5.6,99.0,94.2,110,67,82.3,5.9,90.0,83.0,101,62
