Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Linz R32,L vs Tauson,3.7,4.2,3.1,45.6%,28.6%,50.0%,37.5%,52.5%,6.7%,-6.5,-8.4,6.5,9.8
2024 Cincinnati R64,L vs Wozniacki,3.8,4.2,3.4,36.5%,50.0%,61.5%,60.0%,50.3%,14.1%,6.5,7.8,7.0,8.9
2024 Rouen QF,W vs Andreeva,5.2,5.2,5.2,48.9%,58.1%,56.5%,72.2%,50.0%,9.6%,9.5,7.9,2.5,2.2
2024 Miami R32,W vs Sabalenka,3.7,3.5,3.9,59.2%,36.7%,22.2%,58.3%,56.9%,4.1%,10.5,10.5,3.0,3.4
2024 Miami R64,W vs Wozniacki,5.2,5.6,4.9,51.9%,53.8%,48.8%,52.6%,47.8%,5.4%,14.5,6.1,8.5,3.1
2024 Australian Open R128,L vs Rus,4.7,5.9,4.3,34.4%,29.2%,42.9%,52.9%,53.1%,5.4%,-3.5,-3.1,1.5,1.5
2023 Guadalajara R32,L vs Kenin,2.9,2.6,3.1,52.0%,35.5%,22.2%,66.7%,53.9%,4.2%,-1.0,-1.6,0.5,0.7
2023 US Open R128,L vs Sorribes Tormo,6.6,6.3,6.8,45.7%,39.3%,32.0%,65.7%,56.9%,7.4%,5.0,2.4,-1.5,-1.0
2023 Wimbledon R64,L vs Andreescu,3.8,3.9,3.7,46.8%,49.1%,52.2%,42.9%,48.4%,5.2%,8.5,7.8,8.0,5.2
2023 Roland Garros R128,L vs Parry,5.2,4.1,6.5,44.9%,44.0%,33.3%,40.0%,40.6%,3.4%,5.5,6.6,-6.5,-5.0
2023 Rome F,L vs Rybakina,3.9,4.3,3.4,40.8%,31.6%,60.0%,75.0%,54.9%,5.5%,-4.5,-9.0,4.5,9.2
2023 Rome SF,W vs Kudermetova,3.8,4.1,3.5,50.4%,56.1%,40.9%,37.5%,49.0%,9.7%,14.5,11.3,9.0,6.9
2023 Rome QF,W vs Haddad Maia,5.0,5.0,5.0,50.0%,50.7%,56.8%,48.4%,41.3%,3.4%,12.5,6.2,8.0,2.7
2023 Linz R16,L vs Friedsam,4.2,3.9,4.5,40.3%,50.0%,50.0%,61.5%,45.7%,5.3%,11.5,11.2,4.0,3.3
2023 Australian Open R64,W vs Kvitova,4.0,4.0,4.0,54.2%,54.8%,66.7%,50.0%,48.4%,3.9%,4.5,4.4,10.5,9.0
2022 Angers R16,W vs Kenin,3.3,3.0,3.6,52.4%,65.7%,43.8%,33.3%,46.2%,0.0%,18.5,26.8,9.0,9.9
2022 San Jose R32,L vs Gauff,3.5,4.4,2.6,40.0%,18.2%,42.9%,40.0%,49.5%,7.7%,1.0,2.4,-3.5,-7.4
2022 Madrid QF,L vs Teichmann,4.4,5.1,3.9,40.4%,46.7%,46.7%,54.5%,58.3%,3.3%,8.0,6.6,5.0,5.7
2022 Charleston QF,L vs Jabeur,3.5,4.4,2.8,47.7%,38.5%,28.6%,40.0%,50.4%,7.4%,6.0,9.8,3.5,5.6
2022 Indian Wells R64,L vs Swiatek,3.7,3.2,4.2,35.6%,47.8%,50.0%,57.1%,45.5%,3.6%,-3.0,-2.8,-4.0,-3.1
Career (27 matches),,4.3,4.3,4.2,46.9%,46.7%,45.6%,52.7%,48.6%,5.8%,5.4,5.0,2.1,1.8
