Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.5%,3.1%,66.2%,60.5%,36.4%,52.3%,32.1%,43.0%,0.67,R128 (Australian Open)
2025,21,9,12,42.9%,21-28,42.9%,210-227,48.1%,0-2,0.0%,21,63.1%,34.1%,3.0%,4.2%,63.3%,64.4%,39.8%,55.3%,42.9%,49.0%,0.96,SF (Brisbane)
2024,44,20,24,45.5%,42-56,42.9%,414-473,46.7%,3-9,25.0%,44,57.9%,36.1%,2.0%,5.3%,62.6%,60.1%,43.3%,53.8%,43.9%,48.7%,0.95,SF (3x)
2023,52,27,25,51.9%,60-56,51.7%,563-547,50.7%,5-9,35.7%,51,66.0%,35.9%,2.8%,5.5%,61.7%,63.1%,45.9%,56.5%,44.0%,50.3%,1.01,F (Rome)
2022,42,21,21,50.0%,46-45,50.5%,403-435,48.1%,2-2,50.0%,40,64.0%,32.6%,2.3%,5.8%,63.6%,61.6%,45.6%,55.8%,42.9%,49.3%,0.97,QF (4x)
2021,20,11,9,55.0%,23-17,57.5%,187-177,51.4%,3-1,75.0%,19,59.9%,43.2%,2.7%,6.5%,63.9%,59.3%,43.9%,53.7%,47.3%,50.4%,1.02,F (Budapest)
2020,2,0,2,0.0%,1-4,20.0%,13-26,33.3%,0-0,-,2,42.1%,25.0%,0.7%,3.7%,65.4%,50.6%,40.4%,47.1%,38.8%,42.9%,0.73,R32 (Linz)
2019,3,1,2,33.3%,3-5,37.5%,37-39,48.7%,0-0,-,3,56.8%,41.0%,0.4%,3.2%,72.6%,55.7%,47.8%,53.6%,45.9%,49.7%,0.99,R16 (Jurmala)
2018,3,1,2,33.3%,2-5,28.6%,27-41,39.7%,1-0,100.0%,3,45.9%,32.4%,2.9%,6.9%,59.6%,54.1%,38.4%,47.8%,46.6%,47.2%,0.89,R32 (Washington)
2015,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Tashkent)
Career,189,90,99,47.6%,198-220,47.4%,1868-1989,48.4%,14-23,37.8%,184,61.9%,35.5%,2.4%,5.4%,62.9%,61.4%,44.2%,55.0%,43.9%,49.4%,0.98,
