Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Cluj-Napoca 1 QF,L vs Petkovic,36% (5/14),60% (3/5),0/6,47% (7/15),0% (0/7),2/3,0/1,1/2,0/0,0/1
2019 W15 Prokuplje R32,W vs Joksovic,63% (5/8),100% (5/5),1/2,20% (2/10),0% (0/2),3/5,2/3,0/0,1/1,0/0
2019 W15 Prokuplje F,W vs Lantigua De La Nuez,75% (6/8),100% (6/6),2/3,44% (4/9),25% (1/4),2/5,1/1,0/0,1/1,0/0
2019 W15 Prokuplje R32,W vs Kovac,86% (6/7),100% (6/6),1/1,38% (3/8),33% (1/3),4/4,0/1,0/0,0/1,0/0
2019 W15 Antalya QF,W vs Evtimova,50% (6/12),83% (5/6),3/4,33% (4/12),0% (0/4),4/5,1/1,1/1,1/1,0/0
2019 W15 Cairo QF,L vs Sherif,0% (0/7),- (0/0),0/4,75% (6/8),17% (1/6),0/0,0/0,1/2,0/0,0/1
2019 W15 Cairo R16,W vs Vasic,71% (10/14),80% (8/10),3/4,50% (7/14),43% (3/7),5/6,0/0,2/2,0/0,0/0
2019 W15 Cairo R32,W vs Malikova,100% (6/6),100% (6/6),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2019 W15 Cairo R16,W vs Sherif,58% (7/12),86% (6/7),2/5,38% (5/13),0% (0/5),4/5,1/1,0/0,1/1,0/0
2019 W15 Antalya F,W vs Naito,50% (6/12),100% (6/6),4/5,50% (6/12),17% (1/6),2/4,0/0,1/1,0/0,0/0
2019 W15 Antalya SF,W vs Markova,88% (7/8),86% (6/7),2/2,25% (2/8),0% (0/2),2/4,0/2,0/0,0/1,0/0
2019 W15 Antalya QF,W vs Prisacariu,70% (7/10),100% (7/7),5/5,50% (5/10),0% (0/5),4/5,0/1,0/0,0/0,0/0
2019 W15 Antalya R16,W vs Sonmez,80% (8/10),88% (7/8),2/4,40% (4/10),0% (0/4),4/5,0/0,1/1,0/0,0/0
2019 W15 Antalya R32,W vs Park,69% (9/13),78% (7/9),1/3,31% (4/13),25% (1/4),5/6,1/2,0/0,1/2,0/0
2019 W15 Antalya F,W vs Gjorcheska,75% (6/8),100% (6/6),1/2,50% (4/8),50% (2/4),3/4,0/0,0/0,0/0,0/0
2019 W15 Antalya QF,W vs Oz,75% (6/8),100% (6/6),2/3,44% (4/9),25% (1/4),4/6,2/2,0/0,1/1,0/0
2019 W15 Antalya R16,W vs Isaeva,40% (4/10),100% (4/4),1/2,55% (6/11),67% (4/6),3/3,1/1,0/0,1/1,0/0
2019 W15 Antalya R32,L vs Velcea,67% (8/12),50% (4/8),3/5,62% (8/13),13% (1/8),2/4,1/1,0/2,0/0,0/1
2019 W25 Playford R32,L vs Taylor,55% (6/11),83% (5/6),2/5,55% (6/11),0% (0/6),3/4,0/0,0/1,0/0,0/1
2017 Benicarlo $15K R16,L vs Ibbou,22% (2/9),100% (2/2),1/5,60% (6/10),0% (0/6),1/2,0/0,0/1,0/0,0/1
2021 (1 matches),,35.7%,60.0%,0.0%,46.7%,0.0%,66.7%,0.0%,50.0%,-,0.0%
2019 (18 matches),,64.2%,88.5%,59.3%,43.8%,21.0%,73.4%,62.5%,60.0%,70.0%,0.0%
2017 (24 matches),,59.4%,80.8%,42.1%,49.8%,25.0%,72.0%,72.0%,65.0%,66.7%,20.0%
2016 (9 matches),,56.9%,77.6%,42.0%,66.4%,18.3%,43.9%,45.5%,27.3%,33.3%,20.0%
2015 (6 matches),,55.1%,81.5%,42.9%,62.0%,25.8%,66.7%,50.0%,50.0%,0.0%,50.0%
Career (60 matches),,59.9%,82.4%,45.6%,51.4%,22.7%,67.9%,61.7%,54.2%,60.0%,18.8%
