Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,41,29,12,70.7%,8,3,5,37.5%,2008,2019,SF,39,1.08,3.2%,3.6%,63.9%,63.6%,46.3%,57.4%,46.2%,58.4%,50.0%
Roland Garros,12,Clay,25,13,12,52.0%,2,1,1,50.0%,2007,2018,R16,22,1.02,2.1%,2.4%,65.1%,61.4%,45.6%,55.9%,44.8%,52.8%,48.4%
Wimbledon,12,Grass,31,19,12,61.3%,7,5,2,71.4%,2007,2018,QF,28,1.01,4.5%,3.7%,67.6%,67.0%,44.5%,59.7%,40.7%,56.8%,44.9%
US Open,13,Hard,39,26,13,66.7%,7,4,3,57.1%,2005,2018,SF,31,1.03,3.7%,3.7%,62.4%,65.7%,48.4%,59.2%,42.0%,61.3%,48.0%
Olympics,1,,3,2,1,66.7%,1,1,0,100.0%,2016,2016,R16,3,1.18,1.6%,1.6%,65.0%,66.9%,53.5%,62.2%,44.8%,54.2%,35.0%
Fed Cup,6,,11,6,5,54.5%,0,0,0,-,2010,2018,,5,0.95,3.9%,4.5%,67.4%,65.3%,40.2%,57.1%,40.9%,48.6%,39.5%
Eastbourne,11,Grass,38,28,10,73.7%,12,9,3,75.0%,2008,2018,W,29,1.10,5.2%,2.6%,66.2%,68.2%,49.3%,61.8%,41.9%,56.5%,42.5%
Miami,11,Hard,28,17,11,60.7%,5,3,2,60.0%,2008,2018,QF,28,1.07,2.3%,4.4%,58.3%,62.7%,48.0%,56.5%,46.3%,54.8%,49.8%
Dubai,11,Hard,22,11,11,50.0%,6,2,4,33.3%,2008,2019,QF,18,0.99,3.2%,4.1%,64.2%,60.7%,46.1%,55.5%,44.0%,60.3%,43.8%
Indian Wells,11,Hard,19,8,11,42.1%,1,1,0,100.0%,2008,2018,R32,18,0.96,3.4%,5.6%,60.4%,61.7%,40.9%,53.5%,44.6%,55.5%,48.1%
Moscow,11,Hard,16,5,11,31.3%,3,3,0,100.0%,2004,2018,R16,9,0.87,4.1%,4.5%,57.8%,59.0%,43.1%,52.3%,41.7%,48.2%,48.3%
Sydney,10,Hard,22,12,10,54.5%,7,3,4,42.9%,2008,2018,QF,20,1.06,4.2%,4.6%,63.3%,65.0%,45.0%,57.6%,44.8%,57.8%,44.9%
