Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Dubai R64,L vs Sasnovich,0.80,0.91,78.2,34.8,10.4%,66.7%,2.3%,46.5%,41.8%,55.6%
2019 St. Petersburg R32,L vs Zvonareva,0.92,0.68,51.4,2.5,3.4%,65.5%,0.0%,46.4%,38.7%,25.0%
2019 Australian Open R128,L vs Boulter,1.12,0.81,96.1,4.6,3.2%,52.4%,1.8%,52.6%,37.8%,31.0%
2018 Moscow R32,L vs Jabeur,1.01,0.54,39.7,2.1,0.0%,48.0%,0.0%,37.5%,41.7%,18.2%
2018 Beijing R64,L vs Muguruza,0.90,0.60,41.0,2.0,0.0%,38.5%,0.0%,54.2%,23.3%,50.0%
2018 Wuhan Q1,L vs Cabrera,1.01,0.90,64.2,2.0,1.8%,45.5%,0.0%,47.1%,44.7%,51.2%
2018 US Open R32,L vs Sevastova,1.14,0.80,62.0,4.9,0.0%,47.7%,0.0%,43.9%,38.1%,37.8%
2018 US Open R64,W vs Goerges,1.05,1.28,72.5,3.4,5.1%,74.4%,13.2%,73.7%,47.1%,15.6%
2018 US Open R128,W vs Watson,1.07,1.20,61.3,2.3,6.0%,64.0%,2.2%,57.8%,43.2%,44.1%
2018 New Haven QF,L vs Goerges,0.99,0.65,53.4,2.9,2.4%,61.0%,2.6%,38.5%,28.0%,38.1%
2018 New Haven R16,W vs Rybarikova,1.05,1.27,56.4,4.0,2.2%,71.7%,4.5%,59.1%,40.0%,43.2%
2018 New Haven R32,W vs Pliskova,1.00,1.83,45.0,2.3,0.0%,61.5%,12.0%,84.0%,50.0%,50.0%
2018 Cincinnati R16,L vs Tsurenko,0.88,0.83,54.8,3.8,2.3%,40.9%,4.5%,59.1%,48.6%,45.5%
2018 Cincinnati R32,W vs Cornet,1.18,2.23,28.9,2.1,0.0%,68.2%,0.0%,72.7%,66.7%,44.8%
2018 Cincinnati R64,W vs Bogdan,1.09,2.13,40.0,2.0,16.7%,66.7%,4.8%,85.7%,50.0%,45.5%
2018 Montreal R64,L vs Kontaveit,0.99,0.79,57.3,5.7,4.5%,52.3%,12.5%,62.5%,38.6%,29.3%
2018 Washington R32,L vs Bogdan,0.86,0.76,60.8,3.1,12.5%,43.8%,3.6%,60.7%,47.5%,36.8%
2018 Wimbledon R16,L vs Giorgi,0.82,0.76,55.2,2.2,10.0%,63.3%,14.3%,57.1%,35.1%,38.2%
2018 Wimbledon R32,W vs Safarova,1.08,1.27,60.3,5.7,10.9%,69.6%,7.0%,65.1%,27.9%,50.0%
2018 Wimbledon R64,W vs Wozniacki,1.24,1.21,57.7,2.1,6.5%,60.9%,9.5%,54.8%,41.2%,41.3%
2019 (3 matches),,0.96,0.85,79.3,4.7,5.7%,60.0%,1.6%,49.2%,39.7%,40.3%
2018 (37 matches),,1.02,0.98,59.0,2.8,3.2%,55.3%,3.6%,57.9%,42.6%,40.8%
2017 (47 matches),,1.05,1.05,54.6,2.6,4.5%,56.7%,3.8%,59.0%,40.7%,44.0%
2016 (46 matches),,1.00,1.05,57.9,2.8,3.4%,56.5%,2.9%,61.2%,41.7%,45.0%
2015 (16 matches),,1.03,1.16,55.7,2.4,3.2%,58.8%,4.2%,63.6%,43.9%,43.9%
Career (268 matches),,1.02,1.05,56.4,2.6,3.7%,57.3%,3.4%,59.0%,42.5%,43.6%
