Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,3,0,3,0.0%,2-6,25.0%,34-42,44.7%,0-1,0.0%,3,62.2%,28.9%,3.7%,3.3%,67.8%,60.5%,44.3%,55.3%,40.2%,47.9%,0.90,R32 (St. Petersburg)
2018,38,16,22,42.1%,38-51,42.7%,389-436,47.2%,4-3,57.1%,38,65.3%,29.4%,3.4%,5.5%,64.9%,64.0%,42.3%,56.4%,41.0%,48.9%,0.94,QF (New Haven)
2017,50,29,21,58.0%,62-53,53.9%,542-508,51.6%,6-6,50.0%,50,67.4%,35.4%,4.4%,4.4%,65.9%,64.2%,45.3%,57.8%,42.8%,50.2%,1.01,W (Washington)
2016,48,26,22,54.2%,61-52,54.0%,547-506,51.9%,3-2,60.0%,48,69.0%,35.6%,3.4%,3.9%,64.9%,64.6%,46.8%,58.3%,43.4%,50.8%,1.04,QF (4x)
2015,42,26,16,61.9%,60-33,64.5%,473-393,54.6%,5-1,83.3%,38,73.0%,35.9%,3.0%,2.5%,66.9%,64.6%,53.1%,60.8%,42.8%,51.9%,1.09,SF (2x)
2014,62,41,21,66.1%,84-53,61.3%,668-577,53.7%,5-6,45.5%,56,-,-,3.8%,3.2%,64.2%,64.1%,47.6%,58.2%,45.2%,51.6%,1.08,W (Pattaya)
2013,45,26,19,57.8%,59-42,58.4%,496-436,53.2%,3-6,33.3%,41,-,-,4.1%,3.0%,64.1%,65.2%,46.4%,58.5%,44.6%,51.6%,1.07,SF (Washington)
2012,45,26,19,57.8%,57-42,57.6%,485-434,52.8%,5-6,45.5%,45,-,-,3.3%,3.1%,63.0%,64.7%,50.2%,59.4%,43.5%,51.2%,1.07,SF (2x)
2011,38,15,23,39.5%,36-52,40.9%,384-450,46.0%,3-6,33.3%,36,-,-,3.5%,3.4%,60.9%,64.8%,43.6%,56.5%,40.2%,48.3%,0.92,R16 (4x)
2010,35,14,21,40.0%,36-44,45.0%,351-393,47.2%,5-2,71.4%,31,-,-,3.6%,3.0%,59.8%,60.3%,47.5%,55.2%,42.4%,48.9%,0.95,W (Eastbourne)
2009,41,19,22,46.3%,46-51,47.4%,423-471,47.3%,7-0,100.0%,39,-,-,3.0%,5.6%,58.4%,63.3%,41.4%,54.1%,43.6%,48.9%,0.95,F (2x)
2008,37,17,20,45.9%,40-46,46.5%,389-418,48.2%,4-5,44.4%,30,-,-,3.8%,3.6%,60.2%,63.2%,44.8%,55.9%,42.8%,49.1%,0.97,QF (3x)
2007,4,2,2,50.0%,4-6,40.0%,34-45,43.0%,0-0,-,4,-,-,3.4%,3.8%,65.7%,58.0%,36.3%,50.6%,42.2%,46.7%,0.85,R32 (US Open)
Career,488,257,231,52.7%,585-531,52.4%,5215-5109,50.5%,50-44,53.2%,459,68.3%,34.0%,3.6%,3.8%,63.3%,63.9%,46.1%,57.4%,43.0%,50.2%,1.01,
