Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2019,997,12,,,,,,,,,74,1185,,
2018,57,972,,,,,,,,,6,6205,,
2018,57,972,,,,,,,,,6,6205,,
2017,33,1580,,,,,,,,,,,,
2016,30,1530,,,,,,,,,8,6220,,
2015,23,2201,,,,,,,,,10,4586,,
2014,11,2970,,,,,,,,,7,5580,,
2013,24,2066,,,,,,,,,7,7021,,
2012,20,1841,,,,,,,,,11,5170,,
2011,53,1114,,,,,,,,,58,1501,,
2010,49,1191,,,,,,,,,71,1107,,
2009,60,1094,,,,,,,,,,,,
2008,46,603,,,,,,,,,,,,
2007,110,319,,,,,,,,,,,,
2006,249,102,,,,,,,,,,,,
2005,260,118,,,,,,,,,,,,
2004,391,50,,,,,,,,,,,,
