Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
31-Jul-2017,Washington,Hard,F,58,40,(7) Makarova d. (4) Julia Goerges [GER],3-6 7-6(2) 6-0,1.19,3.6%,8.3%,61.9%,76.9%,40.6%,5/8,2:10
27-Jan-2014,Pattaya,Hard,F,28,66,(4) Makarova d. (7) Karolina Pliskova [CZE],6-3 7-6(7),1.46,2.7%,0.0%,68.9%,80.4%,65.2%,5/5,
14-Jun-2010,Eastbourne,Grass,F,100,15,(Q) Makarova d. Victoria Azarenka [BLR],7-6(5) 6-4,0.93,4.7%,3.5%,61.2%,73.1%,54.5%,10/11,
04-May-2009,Estoril,Clay,F,43,88,Yanina Wickmayer [BEL] d. (6) Makarova,7-5 6-2,0.77,5.2%,12.1%,39.7%,65.2%,37.1%,4/9,
27-Apr-2009,Fes,Clay,F,51,18,(1) Anabel Medina Garrigues [ESP] d. (6) Makarova,6-0 6-1,0.41,0.0%,18.9%,62.2%,39.1%,14.3%,1/7,
28-May-2007,Moscow 25K,Clay,F,224,561,(WC) Anastasia Pivovarova [RUS] d. (3) Makarova,6-3 7-5,,,,,,,,
26-Mar-2007,Moscow 25K,Hard,F,238,199,(6) Makarova d. (2) Evgeniya Rodina [RUS],6-4 6-7(6) 6-3,,,,,,,,
21-Aug-2006,Moscow 25K,Clay,F,286,294,(3) Evgeniya Rodina [RUS] d. (2) Makarova,7-6(4) 6-3,,,,,,,,
24-Apr-2006,Torrent 25K,Clay,F,295,168,(1) Romina Oprandi [SUI] d. Makarova,6-1 6-3,,,,,,,,
09-Aug-2004,Targu Mures 10K,Clay,F,771,368,Makarova d. (1) Simona Iulia Matei [ROU],6-1 6-1,,,,,,,,
