Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 US Open R128,L vs Nishikori,105.9,113.5,9.5,118.1,107.7,129,88,92.3,4.7,93.2,91.0,105,84
2016 Wimbledon R64,L vs Berdych,109.8,116.2,8.0,121.0,109.7,129,97,96.5,3.2,97.6,99.0,103,92
2016 Roland Garros R128,L vs Kuznetsov,105.5,111.3,8.4,,,125,83,90.4,5.4,,,100,80
2015 Roland Garros R64,W vs Verdasco,110.3,116.9,7.6,,,129,96,97.0,4.2,,,106,89
2015 Australian Open R32,L vs Raonic,110.3,117.3,9.9,,,132,92,91.9,7.3,,,105,74
2015 Australian Open R64,W vs Hewitt,108.9,118.7,8.7,,,131,98,91.4,7.7,,,103,69
2015 Australian Open R128,W vs Benneteau,112.8,121.6,7.8,,,133,101,96.9,5.1,,,106,80
2014 Australian Open R128,L vs Kyrgios,104.9,,,,,134,,,,,,,75
2013 US Open R64,L vs Djokovic,108.5,,,,,134,,,,,,,77
2013 Wimbledon R128,L vs Murray,111.3,,,,,133,,,,,,,82
2013 Roland Garros R128,L vs Chardy,107.9,,,,,131,,,,,,,74
2013 Australian Open R64,L vs Del Potro,109.3,,,,,132,,,,,,,85
2012 US Open R128,L vs Harrison,108.9,,,,,135,,,,,,,64
2012 Wimbledon R128,W vs Blake,116.4,,,,,138,,,,,,,83
2012 Australian Open R128,L vs Baghdatis,100.9,,,,,129,,,,,,,78
Career (15 matches),,109.0,116.8,8.5,119.4,108.6,138,83,94.1,5.4,94.7,94.2,106,64
