Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,0,3,0.0%,0-6,0.0%,24-37,39.3%,0-1,0.0%,3,66.7%,13.3%,9.0%,7.9%,57.9%,70.9%,44.0%,59.6%,34.4%,46.7%,0.85,R32 (2x)
2016,27,9,18,33.3%,24-43,35.8%,279-339,45.1%,3-4,42.9%,27,72.4%,18.5%,7.5%,4.0%,61.3%,70.5%,44.8%,60.5%,35.1%,47.7%,0.89,QF (2x)
2015,32,11,21,34.4%,36-52,40.9%,396-470,45.7%,7-8,46.7%,30,76.0%,15.3%,7.8%,3.6%,61.1%,70.7%,48.4%,62.0%,32.7%,47.7%,0.86,SF (Kuala Lumpur)
2014,51,26,25,51.0%,60-64,48.4%,608-618,49.6%,12-12,50.0%,51,79.8%,20.1%,8.4%,3.9%,58.7%,74.1%,49.4%,63.9%,35.5%,49.8%,0.98,F (s Hertogenbosch)
2013,30,10,20,33.3%,27-49,35.5%,349-419,45.4%,7-10,41.2%,30,76.2%,15.8%,8.7%,3.9%,57.1%,73.1%,48.5%,62.6%,33.4%,47.9%,0.89,QF (2x)
2012,25,10,15,40.0%,24-36,40.0%,286-314,47.7%,2-7,22.2%,25,75.9%,19.3%,9.8%,3.9%,55.0%,71.8%,48.8%,61.4%,35.6%,48.6%,0.92,SF (Memphis)
2011,12,3,9,25.0%,9-20,31.0%,142-160,47.0%,2-7,22.2%,12,83.0%,12.3%,9.5%,3.5%,54.2%,77.0%,51.6%,65.4%,31.3%,48.3%,0.91,R16 (Brisbane)
2010,61,30,31,49.2%,66-75,46.8%,682-696,49.5%,11-13,45.8%,58,80.7%,20.3%,11.6%,3.9%,57.6%,76.4%,50.1%,65.2%,35.5%,50.1%,1.02,SF (3x)
2009,33,14,19,42.4%,34-44,43.6%,380-404,48.5%,5-11,31.3%,33,80.7%,17.1%,12.6%,3.0%,56.8%,76.6%,50.3%,65.2%,32.2%,49.1%,0.93,W (s Hertogenbosch)
2008,28,9,19,32.1%,24-44,35.3%,319-370,46.3%,3-12,20.0%,28,78.4%,16.6%,11.5%,4.1%,52.7%,75.2%,49.0%,62.8%,33.0%,48.0%,0.89,QF (2x)
2007,56,23,33,41.1%,58-77,43.0%,646-718,47.4%,15-13,53.6%,54,82.5%,13.0%,10.8%,4.0%,52.2%,76.2%,51.6%,64.5%,32.9%,48.7%,0.93,F (Bangkok)
2006,17,9,8,52.9%,25-23,52.1%,258-246,51.2%,6-5,54.5%,17,86.6%,15.7%,14.3%,3.9%,55.0%,79.8%,53.8%,68.1%,34.2%,50.7%,1.07,SF (Tokyo)
Career,375,154,221,41.1%,387-533,42.1%,4369-4791,47.7%,73-103,41.5%,368,79.3%,17.1%,10.2%,3.8%,56.6%,74.5%,49.7%,63.8%,34.0%,48.9%,0.94,
