Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,1,2,33.3%,2-4,33.3%,29-33,46.8%,0-0,-,3,77.4%,16.1%,9.6%,5.3%,56.9%,75.7%,44.4%,62.2%,37.4%,48.9%,0.99,R16 (Irving)
2016,23,15,8,65.2%,32-19,62.7%,263-230,53.3%,4-3,57.1%,23,80.2%,26.3%,8.7%,4.9%,60.6%,75.0%,50.5%,65.4%,40.1%,52.2%,1.16,F (Columbus)
2015,16,11,5,68.8%,23-13,63.9%,197-162,54.9%,4-4,50.0%,16,87.1%,23.3%,10.6%,4.2%,57.4%,78.8%,48.0%,65.6%,36.1%,51.1%,1.05,F (2x)
2014,8,4,4,50.0%,8-9,47.1%,74-74,50.0%,0-0,-,8,78.4%,21.6%,9.6%,4.1%,53.2%,75.0%,52.9%,64.7%,36.4%,50.6%,1.03,QF (Irving)
2013,32,22,10,68.8%,46-29,61.3%,386-328,54.1%,5-4,55.6%,32,83.2%,25.2%,10.3%,5.4%,55.0%,77.2%,53.5%,66.5%,38.7%,52.3%,1.16,W (2x)
2012,30,21,9,70.0%,44-21,67.7%,357-281,56.0%,6-4,60.0%,29,86.1%,24.8%,12.4%,4.3%,56.6%,79.6%,54.0%,68.5%,37.4%,52.6%,1.19,W (2x)
2011,8,5,3,62.5%,12-10,54.5%,107-105,50.5%,4-1,80.0%,7,75.9%,24.7%,8.7%,3.6%,60.2%,72.5%,47.5%,62.5%,37.9%,50.0%,1.01,QF (2x)
2010,4,2,2,50.0%,5-5,50.0%,52-49,51.5%,1-2,33.3%,4,81.3%,24.0%,13.5%,3.4%,53.0%,80.3%,50.4%,66.2%,39.0%,51.6%,1.15,QF (Sunrise)
2009,31,27,4,87.1%,53-12,81.5%,374-256,59.4%,7-3,70.0%,0,,,,,,,,,,,,W (4x)
2008,14,7,7,50.0%,15-15,50.0%,142-126,53.0%,0-2,0.0%,0,,,,,,,,,,,,SF (Tallahassee)
2007,3,2,1,66.7%,4-3,57.1%,35-28,55.6%,0-0,-,0,,,,,,,,,,,,QF (Dnepropetrovsk)
2006,45,30,15,66.7%,65-41,61.3%,543-443,55.1%,2-6,25.0%,0,,,,,,,,,,,,W (Salinas)
2005,1,0,1,0.0%,1-2,33.3%,16-17,48.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (Lubbock)
2002,2,1,1,50.0%,3-2,60.0%,25-26,49.0%,1-1,50.0%,0,,,,,,,,,,,,R16 (Waco)
Career,220,148,72,67.3%,313-185,62.9%,2600-2158,54.6%,34-31,52.3%,122,82.9%,24.6%,10.5%,4.6%,57.0%,77.2%,51.6%,66.2%,38.1%,51.8%,1.13,
