Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,519,62,148,1608,137,1581,154,1537,95,1574,,,,
2016,119,497,97,1692,100,1647,130,1583,57,1651,392,154,,
2015,97,591,97,1706,94,1655,118,1590,56,1671,184,400,126,1472
2014,40,973,62,1769,67,1711,114,1607,32,1734,195,385,107,1524
2013,79,637,69,1751,75,1684,167,1529,27,1765,219,311,,
2012,65,741,59,1768,62,1711,139,1566,28,1761,147,467,104,1554
2011,304,148,78,1729,80,1673,136,1567,,,189,353,,
2010,53,877,51,1808,52,1744,107,1612,25,1741,90,870,81,1611
2009,40,986,81,1724,82,1657,,,42,1690,127,528,113,1537
2008,129,374,155,1610,132,1573,218,1475,115,1531,584,75,,
2007,84,476,125,1642,110,1603,188,1490,91,1564,103,530,109,1519
2006,58,686,46,1815,33,1790,157,1540,45,1675,260,209,,
2005,420,65,,,,,,,,,729,38,,
2002,944,6,,,,,,,,,1536,1,,
2000,810,10,,,,,,,,,1466,1,,
