Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Dublin R16,L vs Drummy,0.86,0.51,33.2,2.0,-,60.0%,-,37.0%,18.5%,42.3%
2019 W15 Shymkent R32,L vs Karimjanova,0.90,0.84,59.0,36.7,-,47.4%,-,54.4%,40.5%,51.4%
2019 W15 Antalya R32,L vs Morderger,0.94,0.65,42.4,3.3,0.0%,44.4%,0.0%,38.5%,41.4%,39.1%
2017 Heraklion $15K R32,L vs Boev,0.93,0.80,61.2,3.0,2.5%,52.5%,2.7%,45.9%,41.0%,45.9%
2017 Heraklion $15K R32,L vs Morderger,0.88,0.73,48.4,2.0,5.7%,57.1%,2.9%,38.2%,48.7%,37.8%
2017 Sunderland $15K R32,W vs Collins,1.03,1.34,48.8,3.0,3.7%,51.9%,4.2%,66.7%,50.0%,56.8%
2017 Obidos $25K R32,W vs Lanca,1.21,3.36,29.5,2.2,5.9%,82.4%,0.0%,71.4%,58.3%,66.7%
2017 Obidos $25K R32,L vs Dunne,0.92,0.91,77.9,17.9,3.6%,50.9%,0.0%,43.4%,45.7%,59.5%
2017 Obidos $15K R16,L vs Scholsen,0.86,0.73,45.8,2.3,0.0%,58.8%,0.0%,56.3%,28.9%,44.1%
2017 Obidos $15K R32,W vs Carrillo Marin,1.34,1.90,38.9,2.0,6.3%,56.3%,3.1%,56.3%,64.0%,59.1%
2017 Edgbaston $15K R32,L vs Benoit,1.06,0.70,54.4,2.7,3.3%,33.3%,7.7%,69.2%,33.3%,32.1%
2017 Glasgow $15K R32,L vs Krejsova,0.94,0.63,50.5,3.0,6.1%,51.5%,3.2%,54.8%,25.0%,39.1%
2016 Tel Aviv Ramat Gan $10K R32,L vs Ifidzhen,0.91,0.91,99.8,30.2,1.6%,45.2%,5.1%,57.6%,44.3%,53.4%
2016 Tel Aviv Ramat Gan $10K R32,L vs Paigina,0.90,0.37,40.0,2.3,0.0%,57.7%,0.0%,42.9%,9.1%,33.3%
2016 Heraklion $10K R16,W vs Jones,1.06,1.22,49.9,4.0,4.3%,57.4%,0.0%,51.2%,48.1%,56.3%
2016 Roehampton $10K R16,L vs Larriere,0.97,0.77,57.3,2.8,0.0%,53.1%,0.0%,35.5%,54.3%,33.3%
2016 Targu Jiu $10K R32,L vs Cristian,1.06,0.72,55.1,2.6,0.0%,43.2%,2.8%,50.0%,36.7%,36.0%
2016 Targu Jiu $10K R16,L vs Perper,0.94,0.82,57.0,2.2,0.0%,42.9%,0.0%,43.6%,53.5%,45.0%
2016 Targu Jiu $10K R32,W vs Duca,1.17,1.76,39.9,2.2,3.7%,70.4%,4.0%,64.0%,44.4%,54.5%
2016 Galati $10K R16,L vs Bulgaru,1.00,0.77,53.0,7.0,7.5%,57.5%,7.9%,42.1%,41.3%,35.7%
2019 (3 matches),,0.91,0.69,47.8,3.6,0.0%,50.0%,0.0%,46.4%,34.7%,45.3%
2017 (9 matches),,0.99,0.98,53.3,2.7,4.0%,53.5%,2.5%,53.0%,43.3%,48.9%
2016 (18 matches),,1.03,1.00,60.4,2.9,3.4%,54.1%,3.5%,53.3%,45.6%,44.9%
2015 (6 matches),,0.99,1.00,72.3,3.2,2.0%,55.2%,2.3%,55.9%,45.3%,44.6%
Career (36 matches),,1.00,0.97,60.2,3.0,3.0%,53.8%,2.7%,53.1%,44.2%,45.8%
