Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,13,6,7,46.2%,14-17,45.2%,142-154,48.0%,2-4,33.3%,12,60.3%,37.8%,3.2%,8.1%,64.6%,61.2%,43.2%,54.8%,42.9%,49.0%,0.95,SF (W15 Sharm ElSheikh)
2024,49,27,22,55.1%,65-50,56.5%,570-503,53.1%,8-1,88.9%,0,,,,,,,,,,,,F (W15 Bucharest)
2023,44,25,19,56.8%,56-42,57.1%,478-414,53.6%,2-7,22.2%,0,,,,,,,,,,,,W (W15 Sharm ElSheikh)
2022,61,42,19,68.9%,88-42,67.7%,661-476,58.1%,6-7,46.2%,0,,,,,,,,,,,,W (2x)
2021,14,6,8,42.9%,15-14,51.7%,120-118,50.4%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2020,7,2,5,28.6%,5-10,33.3%,64-81,44.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2019,22,9,13,40.9%,21-27,43.8%,202-230,46.8%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2018,37,16,21,43.2%,35-44,44.3%,360-380,48.6%,4-7,36.4%,0,,,,,,,,,,,,SF (Antalya $15K)
2017,12,3,9,25.0%,7-18,28.0%,106-127,45.5%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2016,34,15,19,44.1%,35-40,46.7%,330-364,47.6%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2015,11,6,5,54.5%,14-12,53.8%,124-118,51.2%,3-2,60.0%,0,,,,,,,,,,,,F (Sharm El Sheikh $10K)
2014,3,1,2,33.3%,2-5,28.6%,24-37,39.3%,0-0,-,0,,,,,,,,,,,,R16 (Madrid 10K)
Career,307,158,149,51.5%,357-321,52.7%,3181-3002,51.4%,29-34,46.0%,12,60.3%,37.8%,3.2%,8.1%,64.6%,61.2%,43.2%,54.8%,42.9%,49.0%,0.95,
