Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,374,153,,
2023,1490,2,,,,,,,,,,,,
2022,467,82,314,1424,269,1414,284,1406,,,,,,
2021,254,241,261,1473,231,1444,221,1465,188,1453,,,,
2020,184,348,143,1591,113,1585,144,1536,,,342,152,,
2019,177,288,154,1611,120,1610,134,1566,138,1522,357,127,,
2018,92,622,81,1725,71,1690,79,1660,67,1635,295,145,,
2017,63,809,91,1709,85,1673,88,1665,79,1608,402,135,,
2016,121,492,91,1704,92,1663,88,1663,56,1652,138,560,101,1578
2015,61,781,50,1812,47,1753,62,1722,33,1741,89,860,78,1628
2014,49,850,44,1825,36,1772,58,1723,40,1710,178,430,84,1609
2013,45,965,59,1784,50,1743,89,1658,49,1680,94,805,67,1661
2012,43,897,62,1763,58,1717,95,1654,41,1716,61,1155,80,1617
2011,73,685,72,1740,61,1706,86,1658,52,1665,174,385,124,1492
2010,40,1031,59,1792,54,1738,77,1676,38,1708,137,585,102,1548
2009,102,527,125,1645,120,1592,126,1590,80,1591,116,563,,
2008,105,461,162,1604,131,1574,153,1552,108,1540,229,260,,
2007,230,177,258,1470,217,1463,273,1391,,,348,152,,
2006,200,196,267,1454,240,1418,231,1445,,,170,343,,
2005,196,198,202,1532,189,1486,213,1466,189,1435,337,138,,
2004,858,11,,,,,,,,,720,40,,
2001,1169,3,,,,,,,,,1051,12,,
