Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Roland Garros R128,L vs Federer,3.7,4.1,3.1,43.6%,32.4%,37.5%,46.2%,42.2%,16.9%,5.5,7.1,-4.5,-4.7
2020 Columbus CH QF,W vs Vukic,3.6,3.9,3.3,58.3%,66.7%,50.0%,66.7%,52.6%,27.4%,15.0,21.4,10.0,18.9
2019 Gstaad R32,W vs Huesler,3.7,3.3,4.1,55.4%,55.3%,45.5%,55.6%,60.3%,18.1%,14.5,12.8,3.0,4.8
2019 Indian Wells R128,L vs Haase,5.1,5.3,4.9,42.4%,56.0%,33.3%,35.3%,47.0%,15.0%,-4.0,-3.5,3.0,2.8
2018 Kitzbuhel F,L vs Klizan,3.8,3.8,3.8,41.4%,31.3%,30.8%,60.0%,45.9%,16.4%,-1.0,-2.2,-4.5,-7.5
2017 Chengdu F,W vs Baghdatis,4.0,4.4,3.7,63.2%,50.0%,100.0%,25.0%,42.3%,13.3%,1.5,8.3,2.5,10.0
2017 Australian Open R64,W vs Djokovic,4.8,5.4,4.2,54.5%,46.9%,36.0%,45.6%,48.0%,14.4%,22.5,6.9,2.5,0.7
2015 Tashkent CH R32,W vs Ignatik,2.7,2.2,3.3,54.8%,51.7%,33.3%,66.7%,48.3%,16.9%,4.5,8.0,-7.0,-11.3
2015 Bastad R32,W vs Schwartzman,5.3,4.6,6.1,73.6%,53.1%,28.6%,53.3%,39.0%,8.1%,1.0,1.1,-6.5,-4.2
2015 Nottingham F,W vs Querrey,3.4,4.0,2.7,54.2%,39.4%,53.3%,58.3%,48.0%,11.9%,15.5,16.8,4.0,4.0
2015 Nottingham QF,W vs Mayer,3.2,3.3,3.2,54.0%,40.4%,46.2%,58.3%,48.7%,10.4%,9.0,7.5,0.5,0.4
2015 Istanbul R16,L vs Bellucci,4.3,4.7,3.8,40.8%,38.7%,57.9%,45.5%,44.5%,7.6%,0.5,0.5,-2.5,-2.1
2014 Miami R32,L vs Nadal,5.0,5.4,4.5,40.5%,27.8%,23.1%,18.2%,46.3%,10.5%,-2.0,-3.1,-9.5,-12.7
2013 US Open R16,L vs Murray,5.1,5.6,4.6,53.4%,43.1%,47.1%,31.4%,47.0%,7.5%,-1.5,-0.7,-10.0,-4.0
2012 Olympics R16,L vs Federer,3.9,3.9,3.9,45.5%,46.4%,40.0%,37.5%,46.4%,13.5%,-1.5,-1.9,6.5,7.4
2006 Australian Open R128,L vs Federer,3.5,3.6,3.2,39.2%,41.0%,50.0%,25.0%,43.5%,13.6%,-14.5,-16.5,-4.0,-4.0
Career (16 matches),,4.1,4.3,3.9,51.0%,44.8%,41.2%,43.4%,47.0%,12.8%,4.1,3.9,-1.0,-0.9
