Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,290,131,159,45.2%,342-394,46.5%,3557-3680,49.2%,63-66,48.8%,272,78.5%,19.1%,8.4%,2.3%,64.2%,70.8%,50.2%,63.5%,35.6%,49.6%,0.97
Clay,131,59,72,45.0%,170-180,48.6%,1690-1707,49.7%,30-27,52.6%,110,77.0%,18.9%,7.1%,2.4%,66.7%,69.1%,49.8%,62.7%,35.7%,49.2%,0.96
Grass,76,41,35,53.9%,112-100,52.8%,1117-1077,50.9%,34-23,59.6%,72,85.8%,15.9%,8.9%,2.1%,67.1%,74.0%,55.4%,67.9%,34.2%,50.8%,1.06
Carpet,1,0,1,0.0%,1-2,33.3%,16-19,45.7%,1-1,50.0%,1,87.5%,5.9%,6.7%,1.0%,59.0%,74.2%,58.1%,67.6%,29.3%,47.5%,0.91
Grand Slams,80,35,45,43.8%,132-161,45.1%,1414-1494,48.6%,27-22,55.1%,80,79.0%,17.7%,8.8%,1.8%,65.0%,70.9%,51.9%,64.2%,34.9%,49.6%,0.98
Masters,57,18,39,31.6%,47-80,37.0%,566-666,45.9%,9-8,52.9%,56,73.3%,17.6%,7.3%,2.9%,62.6%,67.6%,48.7%,60.5%,34.7%,47.7%,0.88
Other Tours,308,143,165,46.4%,335-366,47.8%,3469-3517,49.7%,75-80,48.4%,305,80.7%,18.6%,8.1%,2.3%,66.0%,71.6%,51.0%,64.6%,35.4%,50.0%,1.00
Best of 5,123,66,57,53.7%,234-217,51.9%,2238-2184,50.6%,41-25,62.1%,87,79.3%,18.5%,8.8%,1.9%,64.7%,71.1%,51.9%,64.3%,35.4%,49.8%,0.99
Best of 3,375,165,210,44.0%,391-459,46.0%,4142-4299,49.1%,87-92,48.6%,368,79.5%,18.4%,8.0%,2.4%,65.5%,71.0%,50.7%,64.0%,35.3%,49.7%,0.98
Finals,5,2,3,40.0%,3-6,33.3%,39-52,42.9%,2-1,66.7%,5,78.7%,6.5%,6.5%,2.0%,62.8%,69.6%,54.1%,63.8%,27.3%,46.1%,0.76
Semi-finals,12,5,7,41.7%,13-18,41.9%,152-156,49.4%,2-5,28.6%,12,81.5%,19.0%,7.3%,1.2%,67.3%,70.4%,52.6%,64.6%,34.4%,49.7%,0.97
Quarter-finals,35,12,23,34.3%,28-49,36.4%,358-409,46.7%,7-11,38.9%,35,78.8%,14.6%,7.4%,2.5%,65.4%,71.9%,49.4%,64.1%,33.4%,48.9%,0.93
vs Righties,445,208,237,46.7%,560-607,48.0%,5717-5802,49.6%,113-101,52.8%,405,79.4%,18.7%,8.2%,2.3%,65.1%,71.1%,50.7%,64.0%,35.5%,49.7%,0.98
vs Lefties,49,20,29,40.8%,55-66,45.5%,586-632,48.1%,15-14,51.7%,49,80.0%,15.9%,7.9%,2.3%,66.2%,70.3%,53.5%,64.6%,34.0%,49.2%,0.96
vs Top 10,38,2,36,5.3%,13-84,13.4%,350-573,37.9%,4-7,36.4%,38,67.9%,8.0%,6.4%,2.5%,64.0%,65.4%,45.7%,58.3%,28.2%,43.8%,0.68
