Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,3,1,2,33.3%,3-4,42.9%,33-36,47.8%,1-2,33.3%,2,68.8%,17.6%,6.7%,2.9%,68.3%,71.8%,39.4%,61.5%,34.2%,47.4%,0.89,R16 (Delray Beach)
2021,4,0,4,0.0%,1-9,10.0%,38-60,38.8%,1-0,100.0%,3,68.8%,0.0%,3.7%,4.6%,70.6%,63.6%,50.0%,59.6%,21.9%,43.2%,0.54,
2020,3,0,3,0.0%,0-6,0.0%,14-37,27.5%,0-0,-,3,48.0%,3.8%,2.4%,3.0%,69.5%,57.8%,37.3%,51.5%,28.9%,41.1%,0.60,
2019,15,4,11,26.7%,11-24,31.4%,168-196,46.2%,4-6,40.0%,15,80.8%,11.8%,6.6%,2.5%,65.1%,73.0%,47.7%,64.1%,31.8%,48.2%,0.89,R16 (3x)
2018,34,14,20,41.2%,38-47,44.7%,442-447,49.7%,11-16,40.7%,34,82.6%,17.8%,7.1%,1.9%,68.0%,72.1%,51.5%,65.5%,35.0%,49.9%,1.01,F (Kitzbuhel)
2017,35,17,18,48.6%,45-50,47.4%,463-483,48.9%,12-7,63.2%,35,80.1%,16.7%,10.2%,2.0%,65.5%,72.5%,49.6%,64.6%,34.9%,49.8%,0.98,W (Chengdu)
2016,30,9,21,30.0%,33-47,41.3%,382-417,47.8%,7-7,50.0%,30,75.9%,18.9%,8.3%,2.7%,63.1%,69.8%,50.2%,62.6%,36.0%,49.4%,0.96,R16 (2x)
2015,47,23,24,48.9%,53-58,47.7%,543-534,50.4%,9-9,50.0%,43,79.3%,19.8%,8.1%,1.8%,63.7%,72.0%,50.8%,64.3%,36.5%,50.2%,1.02,W (Nottingham)
2014,53,28,25,52.8%,72-68,51.4%,701-694,50.3%,13-13,50.0%,49,81.3%,19.5%,8.7%,2.0%,68.4%,71.9%,50.4%,65.1%,35.5%,50.3%,1.02,SF (2x)
2013,60,30,30,50.0%,81-82,49.7%,798-804,49.8%,14-13,51.9%,57,82.1%,17.8%,7.7%,2.5%,63.5%,71.8%,52.3%,64.7%,34.7%,49.9%,0.98,SF (Memphis)
2012,66,33,33,50.0%,86-84,50.6%,859-834,50.7%,17-17,50.0%,60,81.2%,19.1%,9.0%,2.0%,64.4%,71.7%,52.6%,64.9%,36.0%,50.2%,1.02,F (San Jose)
2011,34,12,22,35.3%,35-50,41.2%,388-444,46.6%,8-3,72.7%,31,71.6%,18.4%,7.4%,3.0%,64.4%,66.5%,50.3%,60.7%,36.0%,48.4%,0.92,QF (San Jose)
2010,61,32,29,52.5%,86-76,53.1%,802-762,51.3%,15-11,57.7%,58,79.7%,21.2%,8.5%,1.9%,66.1%,70.5%,53.2%,64.6%,36.2%,50.5%,1.02,F (New Haven)
2009,34,16,18,47.1%,44-47,48.4%,441-458,49.1%,8-10,44.4%,29,78.5%,18.5%,7.8%,3.2%,65.6%,70.3%,48.8%,62.9%,34.8%,49.0%,0.94,QF (2x)
2008,8,6,2,75.0%,18-8,69.2%,144-115,55.6%,3-2,60.0%,4,78.3%,20.3%,4.4%,2.0%,61.6%,69.6%,49.4%,61.8%,36.0%,49.2%,0.94,R16 (Moscow)
2007,3,2,1,66.7%,6-3,66.7%,45-37,54.9%,1-0,100.0%,0,,,,,,,,,,,,
2006,5,2,3,40.0%,7-10,41.2%,74-86,46.3%,2-1,66.7%,2,71.4%,6.7%,8.0%,2.1%,61.2%,67.0%,49.3%,60.1%,27.9%,44.2%,0.70,
2005,3,2,1,66.7%,6-3,66.7%,45-39,53.6%,2-0,100.0%,0,,,,,,,,,,,,
Career,498,231,267,46.4%,625-676,48.0%,6380-6483,49.6%,128-117,52.2%,455,79.5%,18.4%,8.2%,2.3%,65.3%,71.0%,51.0%,64.1%,35.3%,49.7%,0.98,
