Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,24,11,13,45.8%,12,7,5,58.3%,2006,2019,R16,24,0.97,8.5%,1.6%,64.3%,70.4%,51.0%,63.5%,35.5%,58.9%,36.2%
Roland Garros,13,Clay,22,9,13,40.9%,8,4,4,50.0%,2006,2021,R64,21,0.94,7.7%,2.0%,65.6%,68.3%,49.5%,61.8%,36.0%,57.6%,39.5%
Wimbledon,11,Grass,21,10,11,47.6%,21,12,9,57.1%,2009,2019,R16,21,1.04,9.0%,1.7%,67.0%,74.6%,54.5%,68.0%,33.3%,61.7%,37.0%
US Open,12,Hard,20,8,12,40.0%,12,5,7,41.7%,2009,2021,R16,20,0.95,9.3%,2.4%,62.6%,69.6%,51.1%,62.7%,35.5%,63.3%,39.6%
Olympics,3,,5,2,3,40.0%,4,3,1,75.0%,2012,2021,R16,4,0.91,7.9%,1.0%,67.3%,72.1%,53.5%,66.0%,31.0%,58.3%,33.3%
Davis Cup,18,,53,35,18,66.0%,24,17,7,70.8%,2005,2022,,14,1.09,7.6%,2.9%,62.8%,71.8%,52.1%,64.5%,38.6%,64.0%,43.8%
Moscow,10,Hard,19,9,10,47.4%,10,5,5,50.0%,2006,2021,SF,19,1.04,8.3%,1.8%,66.5%,71.8%,52.5%,65.4%,36.1%,60.4%,36.8%
Miami Masters,10,Hard,18,8,10,44.4%,6,3,3,50.0%,2010,2019,R32,17,0.93,7.8%,2.7%,62.3%,67.6%,45.6%,59.3%,37.7%,45.8%,35.9%
Indian Wells Masters,10,Hard,17,7,10,41.2%,9,5,4,55.6%,2010,2021,R16,17,0.95,6.1%,2.5%,62.0%,67.0%,51.8%,61.2%,36.7%,52.9%,37.0%
Eastbourne,8,Grass,19,11,8,57.9%,11,6,5,54.5%,2009,2019,SF,19,1.07,7.3%,2.1%,68.3%,72.2%,54.1%,66.5%,35.7%,76.1%,33.3%
Sydney,7,Hard,18,11,7,61.1%,9,4,5,44.4%,2009,2016,SF,16,1.13,9.6%,2.2%,64.2%,73.0%,52.1%,65.5%,39.1%,63.7%,37.8%
Queen's Club,7,Grass,14,7,7,50.0%,15,6,9,40.0%,2009,2015,R16,12,1.01,10.0%,2.6%,70.3%,71.5%,59.9%,68.1%,32.3%,76.2%,35.2%
