Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 Roland Garros R128,L vs Federer,69% (9/13),- (0/0),0/0,0/0,62% (8/13),0/3,0/1,- (0/0),- (0/0)
2020 Columbus CH QF,W vs Vukic,69% (9/13),43% (3/7),2/5,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Gstaad R32,W vs Huesler,83% (10/12),33% (2/6),2/2,1/1,75% (3/4),0/0,0/0,100% (4/4),100% (3/3)
2019 Newport R32,L vs Sandgren,67% (10/15),45% (5/11),1/1,0/0,58% (7/12),2/4,2/3,- (0/0),- (0/0)
2019 Winnetka CH SF,L vs Klahn,56% (5/9),0% (0/1),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2019 Winnetka CH QF,W vs Ramanathan,40% (10/25),50% (3/6),2/7,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 Winnetka CH R16,W vs Altamirano,73% (8/11),44% (4/9),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Winnetka CH R32,W vs Dougaz,72% (13/18),29% (2/7),2/6,1/3,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Norrie,36% (9/25),13% (1/8),0/0,0/0,67% (10/15),2/5,0/1,- (0/0),- (0/0)
2019 Heilbronn CH R32,L vs Otte,80% (4/5),0% (0/3),0/0,0/0,0% (0/4),1/3,1/2,- (0/0),- (0/0)
2019 Aix En Provence CH R32,L vs Hassan,75% (6/8),- (0/0),0/0,0/0,40% (2/5),2/4,0/1,- (0/0),- (0/0)
2019 Munich R32,L vs Berrettini,62% (8/13),25% (1/4),0/3,0/0,33% (1/3),4/6,0/1,50% (3/6),33% (2/6)
2019 Munich Q2,W vs Gunneswaran,75% (12/16),44% (4/9),2/3,1/2,80% (4/5),0/1,0/0,- (0/0),- (0/0)
2019 Munich Q1,W vs Stebe,75% (6/8),55% (6/11),2/3,1/2,55% (6/11),0/0,0/0,50% (3/6),67% (4/6)
2019 Barcelona Q1,L vs Davidovich Fokina,47% (7/15),20% (1/5),0/0,0/0,50% (3/6),2/4,1/2,- (0/0),- (0/0)
2019 Marrakech R32,L vs Zverev,80% (8/10),0% (0/3),0/0,0/0,78% (7/9),0/2,0/1,- (0/0),- (0/0)
2019 Indian Wells R128,L vs Haase,67% (6/9),25% (1/4),0/1,0/0,40% (2/5),2/4,1/2,20% (1/5),25% (1/4)
2019 Indian Wells CH R32,L vs Evans,62% (8/13),0% (0/7),0/0,0/0,71% (5/7),0/2,0/1,- (0/0),- (0/0)
2019 Delray Beach R16,L vs Mannarino,50% (7/14),100% (1/1),0/1,0/0,40% (2/5),1/3,1/2,40% (2/5),20% (1/5)
2019 Delray Beach R32,W vs Lopez,69% (9/13),60% (3/5),2/4,1/1,50% (1/2),0/0,0/0,83% (5/6),33% (2/6)
2021 (1 matches),,69.2%,-,-,-,61.5%,0.0%,0.0%,-,-
2020 (1 matches),,69.2%,42.9%,40.0%,33.3%,100.0%,-,-,-,-
2019 (24 matches),,63.4%,35.3%,44.2%,52.9%,58.4%,40.7%,42.3%,57.5%,39.5%
2018 (46 matches),,66.9%,38.5%,53.4%,60.5%,62.9%,43.0%,47.4%,62.7%,32.5%
2017 (42 matches),,67.4%,35.1%,55.4%,64.5%,63.4%,40.0%,35.3%,67.2%,33.3%
Career (364 matches),,66.7%,38.1%,52.0%,51.9%,61.9%,42.7%,42.4%,63.5%,34.4%
