Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 Roland Garros R128,L vs Federer,24.1%,35.6%,45.2%,32.1%,23.0%,37.7%,46.8%,34.3%,24.1%,46.9%,62.5%,31.8%,36.4%,40.0%,154
2020 Columbus CH QF,W vs Vukic,40.8%,59.2%,69.2%,51.4%,45.9%,67.6%,75.0%,60.0%,22.2%,42.1%,100.0%,33.3%,44.4%,50.0%,157
2019 Gstaad R32,W vs Huesler,34.3%,42.9%,54.5%,39.7%,42.2%,51.1%,50.0%,50.7%,36.8%,53.8%,33.3%,21.7%,30.4%,61.1%,42
2019 Indian Wells R128,L vs Haase,28.6%,37.5%,42.1%,36.3%,38.5%,51.3%,50.0%,49.5%,38.9%,42.9%,66.7%,6.7%,6.7%,28.6%,-53
2018 Kitzbuhel F,L vs Klizan,32.6%,37.2%,28.6%,34.9%,39.3%,46.4%,23.5%,42.9%,53.3%,30.8%,0.0%,21.4%,21.4%,36.4%,22
2017 Chengdu F,W vs Baghdatis,31.3%,43.8%,63.6%,41.3%,30.0%,50.0%,57.1%,46.0%,75.0%,50.0%,-,33.3%,33.3%,75.0%,-79
2017 Australian Open R64,W vs Djokovic,26.8%,34.0%,48.1%,32.3%,35.4%,45.4%,53.6%,43.6%,48.2%,51.4%,42.9%,10.9%,12.7%,38.8%,-4
2015 Tashkent CH R32,W vs Ignatik,51.4%,57.1%,37.9%,53.6%,63.0%,69.6%,29.4%,66.3%,21.1%,51.9%,100.0%,36.8%,42.1%,50.0%,-3
2015 Bastad R32,W vs Schwartzman,39.1%,43.8%,55.3%,44.2%,44.9%,51.0%,51.9%,51.6%,41.7%,44.0%,0.0%,21.4%,21.4%,63.6%,22
2015 Nottingham F,W vs Querrey,28.7%,42.6%,54.7%,37.0%,31.6%,52.6%,61.5%,45.3%,43.5%,58.8%,0.0%,26.5%,29.4%,44.0%,44
2015 Nottingham QF,W vs Mayer,41.5%,53.4%,53.0%,47.2%,53.2%,67.1%,64.9%,61.6%,54.3%,40.9%,50.0%,19.4%,27.8%,37.9%,37
2015 Istanbul R16,L vs Bellucci,21.1%,31.0%,55.4%,29.4%,20.8%,35.4%,55.3%,33.1%,45.8%,50.0%,100.0%,21.7%,21.7%,55.6%,-79
2014 Miami R32,L vs Nadal,18.2%,27.3%,22.9%,21.8%,28.0%,36.0%,22.2%,34.4%,9.1%,50.0%,50.0%,5.6%,16.7%,23.5%,-60
2013 US Open R16,L vs Murray,25.2%,32.5%,48.9%,30.4%,30.6%,40.0%,49.2%,38.1%,32.5%,13.3%,40.0%,13.9%,16.7%,48.4%,1
2012 Olympics R16,L vs Federer,35.0%,35.0%,42.1%,36.0%,44.1%,44.1%,52.6%,45.9%,17.6%,41.2%,-,24.0%,24.0%,31.6%,-21
2006 Australian Open R128,L vs Federer,21.7%,31.3%,38.7%,28.8%,29.6%,42.6%,42.1%,40.6%,44.8%,36.0%,25.0%,7.7%,11.5%,33.3%,-42
Career (16 matches),,30.8%,39.6%,47.6%,36.7%,37.5%,49.1%,50.7%,46.3%,38.6%,43.7%,47.8%,19.2%,22.9%,42.2%,33
