Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,W15 Nagpur,Clay,F,419,1159,Kulambayeva d. Sonal Patil [IND],6-1 6-3,1.58,0.0%,7.5%,66.0%,62.9%,38.9%,1/4,1:28
23-Mar-2026,W15 Nagpur,Clay,SF,419,573,Kulambayeva d. Zeel Desai [IND],7-6(2) 6-3,1.38,1.4%,2.7%,75.7%,58.9%,33.3%,2/8,2:01
23-Mar-2026,W15 Nagpur,Clay,QF,419,666,Kulambayeva d. Ekaterina Yashina [RUS],6-3 6-4,1.35,1.8%,0.0%,84.2%,60.4%,88.9%,1/3,1:27
23-Mar-2026,W15 Nagpur,Clay,R16,419,1432,Kulambayeva d. Pooja Ingale [IND],6-7(5) 6-2 6-1,1.24,4.3%,7.6%,60.9%,67.9%,41.7%,4/8,2:21
23-Mar-2026,W15 Nagpur,Clay,R32,419,,Kulambayeva d. Nemha Sarah Kispotta [IND],6-1 6-2,2.06,6.0%,4.0%,68.0%,79.4%,56.3%,6/6,0:56
08-Sep-2025,Huzhou 125,Clay,R32,302,132,(2) Joanna Garland [TPE] d. (Q) Kulambayeva,6-4 6-1,0.75,0.0%,0.0%,74.1%,45.0%,50.0%,4/9,1:39
08-Sep-2025,Huzhou 125,Clay,Q2,302,576,(3) Kulambayeva d. Su Jeong Jang [KOR],6-3 6-3,1.42,0.0%,3.3%,85.2%,71.2%,55.6%,5/5,2:03
08-Sep-2025,Huzhou 125,Clay,Q1,302,,(3) Kulambayeva d. (WC) Guyu Xu [CHN],6-0 6-0,4.16,3.4%,3.4%,75.9%,81.8%,85.7%,0/0,0:53
01-Sep-2025,Changsha 125,Clay,R16,318,194,Alina Charaeva [RUS] d. Kulambayeva,6-1 6-4,0.75,3.2%,4.8%,71.0%,50.0%,38.9%,5/10,2:02
01-Sep-2025,Changsha 125,Clay,R32,318,189,Kulambayeva d. (7) Sijia Wei [CHN],7-5 3-6 6-3,1.04,0.0%,5.4%,73.1%,61.8%,36.0%,5/11,2:24
25-Aug-2025,W50 Bytom,clay,R32,318,509,Weronika Ewald [POL] d. Kulambayeva,6-4 6-4,0.80,0.0%,4.5%,71.2%,53.2%,36.8%,7/12,1:42
18-Aug-2025,W50 Bistrita,clay,R32,318,248,Matilde Jorge [POR] d. Kulambayeva,0-6 7-5 6-2,1.11,0.0%,3.8%,67.3%,45.7%,58.8%,1/5,2:06
11-Aug-2025,W75 Kursumlijska Banja,Clay,R32,295,787,Darya Astakhova [RUS] d. Kulambayeva,6-2 6-7(10) 6-2,0.86,0.0%,2.2%,81.7%,35.5%,47.1%,5/16,2:38
04-Aug-2025,W35 Kursumlijska Banja,Clay,QF,295,787,Darya Astakhova [RUS] d. Kulambayeva,6-4 6-0,0.65,0.0%,8.0%,64.0%,46.9%,27.8%,0/6,1:30
04-Aug-2025,W35 Kursumlijska Banja,Clay,R16,295,729,Kulambayeva d. Rebecca Munk Mortensen [DEN],6-4 7-5,1.26,0.0%,4.2%,70.8%,64.7%,47.6%,6/9,2:00
04-Aug-2025,W35 Kursumlijska Banja,Clay,R32,295,,Kulambayeva d. Darina Sadykova [RUS],4-6 6-2 6-3,1.26,0.0%,6.1%,76.8%,54.0%,52.6%,5/11,2:20
28-Jul-2025,W75 Hechingen,Clay,R16,294,174,Hanne Vandewinkel [BEL] d. Kulambayeva,3-6 6-2 6-3,0.85,0.0%,5.1%,72.4%,47.9%,37.0%,11/19,2:22
28-Jul-2025,W75 Hechingen,Clay,R32,294,529,Kulambayeva d. Beatrice Ricci [ITA],7-6(2) 3-6 7-6(4),0.90,0.0%,1.5%,78.9%,57.1%,50.0%,8/14,3:17
14-Jul-2025,Hamburg,Clay,Q2,300,250,(6) Maria Timofeeva [UZB] d. (10) Kulambayeva,6-1 6-2,0.60,0.0%,5.7%,69.8%,51.4%,25.0%,7/12,1:17
14-Jul-2025,Hamburg,Clay,Q1,300,461,(10) Kulambayeva d. Mina Hodzic [GER],6-4 7-5,1.10,0.0%,2.9%,78.3%,59.3%,20.0%,3/8,1:45
