Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,,,110,1674,98,1649,121,1585,66,1637,,,,
2017,84,633,84,1730,64,1709,104,1622,46,1687,819,45,,
2016,57,826,57,1784,45,1754,81,1677,44,1706,,,,
2015,127,465,67,1760,56,1730,74,1704,48,1693,379,180,,
2014,48,850,35,1847,29,1798,34,1797,20,1784,72,990,46,1710
2013,15,2145,12,1978,14,1906,13,1909,10,1875,74,1035,47,1708
2012,25,1335,24,1899,26,1843,24,1832,21,1796,121,570,55,1685
2011,35,1105,31,1882,31,1835,33,1817,29,1754,60,1265,53,1697
2010,10,2920,13,1968,11,1932,21,1869,19,1785,69,1195,45,1692
2009,19,1690,17,1955,16,1912,26,1850,17,1800,122,540,32,1740
2008,32,985,38,1844,37,1788,37,1782,25,1771,65,985,30,1736
2007,19,1570,17,1924,16,1880,25,1837,15,1801,95,590,37,1700
2006,24,1075,30,1863,26,1824,35,1792,33,1730,68,740,40,1676
2005,43,775,36,1831,35,1778,44,1772,28,1737,47,1070,49,1665
2004,16,1340,11,1947,15,1859,25,1841,8,1809,125,420,113,1426
2003,43,840,50,1813,60,1729,40,1795,26,1743,169,290,122,1380
2002,32,995,15,1943,28,1825,22,1871,10,1827,223,195,128,1361
2001,58,616,87,1723,87,1665,126,1603,60,1645,298,160,,
2000,113,347,139,1644,136,1576,195,1506,109,1548,233,217,,
1999,286,134,,,,,,,,,536,71,,
1998,1096,4,,,,,,,,,1097,9,,
