Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 St. Petersburg R16,L vs Bautista Agut,40% (6/15),33% (2/6),0/2,27% (4/15),50% (2/4),2/2,1/1,2/2,0/0,0/0
2018 St. Petersburg R32,W vs Basic,36% (4/11),75% (3/4),1/2,27% (3/11),33% (1/3),2/3,1/1,0/0,1/1,0/0
2018 Canada R32,L vs Haase,30% (3/10),100% (3/3),2/6,70% (7/10),14% (1/7),0/3,0/0,1/1,0/0,0/0
2018 Washington R64,L vs Rubin,20% (2/10),50% (1/2),1/3,30% (3/10),0% (0/3),1/1,0/0,1/1,0/0,1/1
2018 Atlanta R16,L vs Zverev,33% (3/9),33% (1/3),1/4,44% (4/9),0% (0/4),1/1,0/0,0/0,0/0,0/0
2018 Atlanta R32,W vs Reinberg,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2018 Astana CH R16,L vs Myneni,29% (4/14),75% (3/4),2/3,36% (5/14),20% (1/5),3/3,1/1,1/2,0/0,1/1
2018 Astana CH R32,W vs Gonzalez,50% (7/14),100% (7/7),4/6,53% (8/15),13% (1/8),3/7,2/2,1/2,1/1,1/1
2018 Wimbledon R128,L vs Karlovic,23% (5/22),40% (2/5),1/3,19% (4/21),25% (1/4),1/1,0/0,1/1,0/0,1/1
2018 Antalya R32,L vs Haase,18% (3/17),33% (1/3),1/2,12% (2/17),0% (0/2),1/1,0/0,2/2,0/0,2/2
2018 Antalya Q2,W vs Grigelis,40% (6/15),50% (3/6),0/0,13% (2/15),100% (2/2),3/3,2/2,0/0,1/1,0/0
2018 Antalya Q1,W vs Dancevic,40% (4/10),75% (3/4),0/0,11% (1/9),100% (1/1),2/2,0/0,0/0,0/0,0/0
2018 Halle R32,L vs Thiem,20% (2/10),50% (1/2),0/2,30% (3/10),0% (0/3),1/1,0/0,1/2,0/0,0/1
2018 Halle Q2,W vs Berrettini,50% (5/10),60% (3/5),0/2,27% (3/11),33% (1/3),2/3,1/1,2/2,0/0,0/0
2018 Halle Q1,W vs Bemelmans,70% (7/10),43% (3/7),0/1,10% (1/10),0% (0/1),3/3,1/2,0/0,1/1,0/0
2018 Stuttgart R32,L vs Zverev,9% (1/11),0% (0/1),0/1,30% (3/10),67% (2/3),0/0,0/0,1/1,0/0,1/1
2018 Stuttgart Q2,W vs Gerasimov,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2018 Stuttgart Q1,W vs Guez,50% (4/8),100% (4/4),1/1,44% (4/9),75% (3/4),3/3,1/2,0/0,1/1,0/0
2018 Surbiton CH R32,L vs King,17% (2/12),50% (1/2),0/1,17% (2/12),0% (0/2),1/1,0/0,1/2,0/0,1/2
2018 Roland Garros R128,L vs Jaziri,43% (9/21),56% (5/9),1/5,55% (11/20),36% (4/11),4/4,1/1,1/3,0/0,1/1
2018 (37 matches),,33.4%,65.1%,27.0%,35.2%,32.2%,78.3%,78.6%,71.4%,83.3%,80.0%
2017 (46 matches),,36.4%,73.5%,21.9%,36.8%,38.0%,75.2%,78.8%,75.0%,82.6%,66.7%
2016 (51 matches),,40.6%,66.9%,25.0%,33.7%,36.8%,80.4%,85.5%,66.7%,90.9%,50.0%
2015 (27 matches),,27.8%,57.8%,13.0%,36.3%,22.5%,71.4%,91.7%,60.5%,83.3%,50.0%
2014 (33 matches),,37.4%,66.5%,19.6%,37.4%,32.5%,79.8%,79.5%,69.0%,84.6%,76.9%
Career (347 matches),,35.8%,67.8%,20.7%,34.0%,34.5%,79.3%,82.1%,71.6%,88.8%,67.4%
