Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,493,268,225,54.4%,666-571,53.8%,6207-5761,51.9%,95-94,50.3%,470,77.8%,25.5%,5.4%,3.6%,59.2%,70.3%,51.3%,62.6%,38.6%,50.6%,1.03
Clay,262,134,128,51.1%,349-328,51.6%,3253-3234,50.1%,50-44,53.2%,252,73.8%,26.3%,4.0%,3.1%,62.3%,66.8%,49.9%,60.5%,39.6%,50.0%,1.00
Grass,108,61,47,56.5%,176-143,55.2%,1602-1490,51.8%,22-27,44.9%,107,81.2%,22.7%,5.2%,2.7%,63.2%,70.3%,53.3%,64.1%,37.0%,50.6%,1.03
Carpet,59,36,23,61.0%,85-58,59.4%,757-678,52.8%,20-12,62.5%,51,81.6%,25.0%,5.8%,2.8%,59.9%,73.1%,53.8%,65.4%,39.0%,51.8%,1.13
Grand Slams,170,101,69,59.4%,346-261,57.0%,3068-2732,52.9%,37-46,44.6%,168,78.4%,27.5%,5.3%,3.5%,60.8%,69.9%,51.7%,62.8%,39.6%,51.2%,1.06
Masters,190,79,111,41.6%,188-240,43.9%,1987-2111,48.5%,27-35,43.5%,188,73.4%,23.5%,4.6%,3.6%,60.2%,67.0%,49.9%,60.2%,37.7%,49.2%,0.95
Other Tours,536,304,232,56.7%,693-558,55.4%,6299-5890,51.7%,118-87,57.6%,524,78.2%,24.8%,5.0%,3.1%,60.8%,70.1%,51.7%,62.9%,38.6%,50.7%,1.04
Best of 5,190,114,76,60.0%,390-295,56.9%,3475-3100,52.9%,39-54,41.9%,169,78.4%,27.4%,5.3%,3.5%,60.8%,69.9%,51.7%,62.8%,39.5%,51.2%,1.06
Best of 3,732,385,347,52.6%,886-805,52.4%,8344-8063,50.9%,148-123,54.6%,711,77.0%,24.5%,4.9%,3.2%,60.7%,69.3%,51.2%,62.2%,38.4%,50.3%,1.01
Finals,22,10,12,45.5%,25-28,47.2%,263-254,50.9%,2-5,28.6%,22,79.0%,22.7%,6.3%,1.8%,62.7%,71.1%,51.6%,63.8%,37.0%,50.2%,1.02
Semi-finals,45,21,24,46.7%,59-58,50.4%,579-582,49.9%,9-8,52.9%,44,76.0%,23.7%,4.8%,2.5%,63.2%,69.6%,48.3%,61.7%,37.4%,49.7%,0.98
Quarter-finals,100,45,55,45.0%,115-128,47.3%,1170-1207,49.2%,21-21,50.0%,97,78.2%,20.7%,4.7%,2.7%,61.7%,69.1%,52.1%,62.6%,36.3%,49.6%,0.97
vs Righties,809,441,368,54.5%,1121-953,54.1%,10320-9700,51.5%,159-150,51.5%,770,77.4%,25.6%,5.0%,3.3%,60.4%,69.5%,51.3%,62.3%,38.8%,50.6%,1.03
vs Lefties,112,57,55,50.9%,153-147,51.0%,1487-1459,50.5%,28-27,50.9%,109,77.2%,23.0%,5.2%,3.6%,62.5%,68.9%,51.6%,62.4%,37.5%,50.0%,1.00
vs Top 10,121,31,90,25.6%,94-208,31.1%,1252-1614,43.7%,17-24,41.5%,116,69.4%,18.2%,4.5%,3.0%,60.2%,65.1%,48.4%,58.4%,34.7%,46.9%,0.84
