Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R64,L vs Federer,99.7,104.3,10.7,109.9,105.7,118,79,91.5,5.7,92.3,93.3,112,79
2017 Wimbledon R64,L vs Raonic,107.1,113.3,5.1,115.4,111.6,120,93,95.6,5.7,99.9,95.7,107,85
2016 US Open R32,L vs Djokovic,100.0,112.2,4.4,111.0,112.3,119,104,91.9,4.2,,,101,85
2015 US Open R64,L vs Isner,104.6,110.3,8.0,,,119,92,95.5,4.7,,,107,85
2015 Roland Garros R128,L vs Dzumhur,102.5,107.2,6.1,,,115,85,88.7,5.6,,,98,81
2015 Australian Open R128,L vs Nadal,103.2,109.8,7.4,,,119,83,93.8,5.0,,,103,78
2014 US Open R128,L vs Kyrgios,98.8,100.9,8.6,,,117,78,93.3,4.9,,,103,84
2014 Wimbledon R128,W vs Ward,104.8,110.2,3.7,,,119,103,95.3,5.6,,,104,83
2014 Roland Garros R64,L vs Stepanek,103.9,106.9,7.8,,,116,85,95.2,4.7,,,101,83
2014 Roland Garros R128,W vs Carreno Busta,101.4,107.7,6.7,,,118,78,89.2,5.6,,,106,77
2014 Australian Open R64,L vs Mayer,102.8,,,,,118,,,,,,,69
2013 US Open QF,L vs Djokovic,101.8,,,,,120,,,,,,,84
2013 US Open R16,W vs Hewitt,97.9,,,,,122,,,,,,,68
2013 US Open R32,W vs Haas,97.6,,,,,121,,,,,,,70
2013 Wimbledon R16,L vs Murray,105.0,,,,,124,,,,,,,79
2013 Wimbledon R32,W vs Troicki,107.8,,,,,121,,,,,,,84
2013 Wimbledon R64,W vs Pospisil,106.3,,,,,123,,,,,,,80
2013 Wimbledon R128,W vs Haase,109.1,,,,,121,,,,,,,79
2013 Roland Garros R16,L vs Haas,100.9,,,,,117,,,,,,,80
2013 Roland Garros R32,W vs Tipsarevic,102.1,,,,,118,,,,,,,78
Career (35 matches),,103.4,109.0,7.3,112.8,108.8,124,72,92.7,5.3,96.7,94.3,116,60
