Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,8,3,5,37.5%,8-11,42.1%,88-92,48.9%,1-2,33.3%,8,72.2%,24.7%,4.4%,4.7%,67.2%,67.8%,49.4%,61.7%,39.5%,50.0%,1.03,R16 (3x)
2017,15,13,2,86.7%,27-6,81.8%,187-108,63.4%,0-3,0.0%,15,85.1%,42.4%,6.6%,4.7%,57.3%,70.9%,56.6%,64.8%,46.7%,56.1%,1.33,W (2x)
2016,16,15,1,93.8%,31-4,88.6%,208-129,61.7%,5-1,83.3%,16,87.0%,34.6%,7.3%,3.2%,59.6%,76.3%,55.3%,67.8%,43.6%,55.7%,1.36,W (3x)
2015,8,6,2,75.0%,12-3,80.0%,88-58,60.3%,1-1,50.0%,8,89.5%,28.4%,8.5%,3.3%,59.0%,74.5%,62.8%,69.7%,40.0%,54.9%,1.32,W (Eckental)
2011,3,2,1,66.7%,5-1,83.3%,35-23,60.3%,0-0,-,3,81.3%,32.3%,4.1%,4.1%,56.3%,73.0%,52.3%,64.0%,41.5%,52.6%,1.15,QF (Prostejov)
2009,2,1,1,50.0%,2-2,50.0%,18-20,47.4%,0-0,-,0,,,,,,,,,,,,R16 (Sunrise)
2003,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Dnepropetrovsk)
2001,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Barletta)
2000,38,24,14,63.2%,54-32,62.8%,463-375,55.3%,7-8,46.7%,0,,,,,,,,,,,,W (Samarkand)
Career,92,64,28,69.6%,139-63,68.8%,1097-829,57.0%,14-15,48.3%,50,83.9%,34.0%,6.5%,4.0%,59.9%,72.7%,55.8%,65.9%,43.1%,54.5%,1.26,
