Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R64,L vs Kerber,92.4,94.9,7.9,101.3,92.9,116,80,82.9,4.0,91.0,83.0,91,75
2018 US Open R128,W vs Cornet,91.3,94.5,7.7,99.8,87.1,112,81,83.0,3.9,85.0,79.0,90,75
2018 Wimbledon R128,L vs Williams,95.8,100.5,6.7,101.6,96.5,115,83,88.8,4.4,92.3,91.0,97,78
2017 Wimbledon R128,L vs Kvitova,94.4,99.1,3.6,100.4,97.9,105,89,90.5,3.2,90.4,91.0,97,84
2017 Roland Garros R64,L vs Putintseva,88.0,90.8,10.7,,,118,69,76.6,6.0,,,87,67
2016 US Open R32,L vs Williams,93.3,98.7,7.5,105.0,98.0,111,81,85.1,3.0,,,90,80
2016 US Open R64,W vs Allertova,90.1,93.9,8.4,,,109,75,82.2,4.7,,,91,73
2016 Roland Garros R64,L vs Pironkova,93.7,97.5,5.8,,,107,80,84.6,5.1,,,92,71
2015 Australian Open R64,L vs Radwanska,91.3,95.8,8.3,,,109,81,82.3,4.0,,,90,78
2014 US Open R32,L vs Jankovic,89.2,91.4,6.6,,,106,79,80.0,1.8,,,83,78
2014 US Open R64,W vs Stephens,86.6,88.7,6.9,,,102,73,81.5,6.0,,,91,66
2014 Roland Garros R32,L vs Bouchard,90.3,92.3,12.4,,,113,62,85.1,8.0,,,97,72
2014 Roland Garros R64,W vs Pennetta,92.5,95.7,9.8,,,109,74,83.2,5.6,,,98,75
2014 Roland Garros R128,W vs Kirilenko,91.6,96.3,8.4,,,106,75,80.6,6.1,,,87,69
2014 Australian Open R128,L vs Azarenka,87.9,,,,,106,,,,,,,75
2013 Australian Open R128,L vs Jankovic,89.9,,,,,110,,,,,,,64
2011 US Open R128,L vs Azarenka,91.8,95.9,9.7,,,112,75,84.9,6.1,,,95,74
2011 Roland Garros R128,W vs Ivanovic,89.1,92.7,10.2,,,108,76,82.2,5.6,,,97,70
Career (18 matches),,91.1,94.6,8.3,101.0,92.6,118,62,84.2,4.9,90.0,87.7,98,64
