Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Mallorca Q2,L vs Sorribes Tormo,0.94,0.47,31.6,2.2,-,44.0%,-,27.3%,27.3%,36.4%
2019 S-Hertogenbosch R32,L vs Bertens,0.91,0.62,40.8,2.2,-,40.9%,-,47.4%,46.4%,27.3%
2019 Nurnberg R32,W vs Kuznetsova,1.04,1.28,60.6,2.3,-,65.9%,-,61.0%,47.4%,42.4%
2019 Rabat R32,L vs Bacsinszky,0.92,0.59,37.0,2.0,3.2%,45.2%,0.0%,43.3%,28.6%,44.0%
2019 Istanbul R32,L vs Gasparyan,0.89,0.90,76.9,3.9,0.0%,53.2%,0.0%,50.0%,35.3%,62.7%
2019 Charleston R64,L vs Ostapenko,0.92,0.68,54.2,2.4,3.6%,39.3%,0.0%,60.7%,36.7%,37.9%
2019 Miami R128,L vs Townsend,0.97,0.47,37.5,2.1,0.0%,48.5%,0.0%,50.0%,20.8%,28.6%
2019 Indian Wells R128,L vs Kanepi,1.00,0.68,47.8,2.6,6.9%,37.9%,0.0%,40.7%,34.6%,48.0%
2019 Budapest R32,L vs Baindl,0.91,0.41,30.7,2.0,0.0%,37.5%,5.0%,35.0%,26.3%,31.3%
2019 Fed Cup RR,L vs Vikhlyantseva,0.96,0.65,46.9,2.3,0.0%,45.7%,0.0%,56.7%,31.3%,36.0%
2019 Fed Cup RR,W vs Malygina,1.04,1.83,38.5,2.1,7.4%,70.4%,7.7%,73.1%,48.4%,51.7%
2019 Fed Cup RR,L vs Yastremska,0.82,0.66,45.8,2.2,3.6%,39.3%,0.0%,63.0%,39.3%,39.3%
2019 Australian Open R64,L vs Wozniacki,1.17,0.55,43.5,2.2,3.6%,42.9%,0.0%,51.9%,24.0%,25.0%
2019 Hobart R32,L vs Hives,0.93,0.82,67.3,2.4,2.0%,59.2%,8.7%,58.7%,42.6%,29.5%
2019 Auckland R32,L vs Goerges,1.07,0.48,42.4,2.0,3.7%,29.6%,0.0%,64.0%,21.1%,27.8%
2018 Luxembourg R32,L vs Siniakova,1.11,0.66,59.9,2.0,0.0%,51.0%,0.0%,52.1%,22.5%,36.1%
2018 Linz R16,L vs Alexandrova,0.94,0.77,46.1,5.4,2.6%,44.7%,0.0%,43.2%,43.6%,48.6%
2018 Linz R32,W vs Voegele,1.11,1.22,67.6,3.1,0.0%,47.8%,4.9%,73.2%,38.5%,50.0%
2018 Seoul R32,L vs Alexandrova,0.98,0.67,43.2,2.3,6.3%,50.0%,3.2%,35.5%,45.2%,32.1%
2018 Hiroshima R32,L vs Linette,1.18,0.63,45.4,2.5,4.0%,40.0%,12.0%,44.0%,29.6%,32.0%
2019 (15 matches),,0.96,0.74,50.8,2.3,2.5%,48.4%,1.9%,53.1%,35.5%,40.7%
2018 (44 matches),,1.02,0.98,58.5,2.9,3.0%,56.4%,3.0%,53.6%,42.5%,44.1%
2017 (48 matches),,1.02,1.02,57.5,2.7,1.7%,56.0%,1.6%,55.9%,43.9%,44.3%
2016 (56 matches),,1.02,1.03,59.4,2.6,2.9%,55.9%,2.5%,55.9%,43.8%,45.6%
2015 (35 matches),,1.03,1.09,56.5,2.6,2.4%,58.4%,2.1%,57.3%,44.3%,44.6%
Career (289 matches),,1.01,0.98,57.4,2.7,2.5%,55.7%,2.2%,54.8%,43.0%,44.1%
