Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Mallorca Q2,L vs Sorribes Tormo,17% (1/6),0% (0/2),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 S-Hertogenbosch R32,L vs Bertens,100% (3/3),75% (3/4),0/0,0/0,0% (0/6),0/2,0/1,- (0/0),- (0/0)
2019 Nurnberg R32,W vs Kuznetsova,60% (9/15),46% (6/13),2/6,1/1,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2019 Rabat R32,L vs Bacsinszky,43% (3/7),33% (1/3),0/0,0/0,58% (7/12),2/4,0/1,- (0/0),- (0/0)
2019 Istanbul R32,L vs Gasparyan,50% (8/16),41% (7/17),1/5,0/0,65% (13/20),1/3,1/2,43% (3/7),43% (3/7)
2019 Charleston R64,L vs Ostapenko,57% (4/7),33% (1/3),0/0,0/0,56% (5/9),3/5,0/1,- (0/0),- (0/0)
2019 Miami R128,L vs Townsend,27% (3/11),0% (0/3),0/0,0/0,64% (7/11),3/5,0/1,- (0/0),- (0/0)
2019 Indian Wells R128,L vs Kanepi,33% (2/6),50% (2/4),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 Budapest R32,L vs Baindl,50% (1/2),100% (1/1),0/0,0/0,33% (3/9),2/4,2/3,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Vikhlyantseva,55% (6/11),67% (2/3),0/0,0/0,33% (2/6),0/2,0/1,0% (0/4),25% (1/4)
2019 Fed Cup RR,W vs Malygina,53% (8/15),100% (4/4),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Yastremska,67% (4/6),67% (2/3),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 Australian Open R64,L vs Wozniacki,67% (4/6),0% (0/2),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 Hobart R32,L vs Hives,45% (10/22),29% (2/7),0/0,0/0,60% (3/5),2/4,0/1,22% (2/9),13% (1/8)
2019 Auckland R32,L vs Goerges,60% (3/5),100% (1/1),0/0,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2018 Luxembourg R32,L vs Siniakova,63% (5/8),50% (2/4),1/3,0/0,61% (11/18),0/2,0/1,100% (6/6),17% (1/6)
2018 Linz R16,L vs Alexandrova,50% (4/8),80% (4/5),1/1,0/0,59% (10/17),1/3,0/1,- (0/0),- (0/0)
2018 Linz R32,W vs Voegele,73% (11/15),56% (5/9),2/3,1/2,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2018 Seoul R32,L vs Alexandrova,20% (2/10),11% (1/9),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2018 Hiroshima R32,L vs Linette,75% (3/4),50% (2/4),0/0,0/0,50% (5/10),4/6,0/1,- (0/0),- (0/0)
2019 (15 matches),,50.0%,45.7%,35.7%,100.0%,48.5%,36.6%,23.5%,25.0%,26.3%
2018 (44 matches),,57.9%,43.5%,57.3%,51.2%,54.1%,50.5%,51.1%,65.3%,51.3%
2017 (48 matches),,58.2%,45.9%,57.9%,60.0%,55.2%,48.6%,41.5%,57.1%,40.0%
2016 (56 matches),,56.9%,46.6%,54.5%,65.3%,52.8%,46.7%,33.3%,58.7%,51.6%
2015 (35 matches),,58.6%,45.0%,62.5%,58.3%,56.0%,50.0%,41.7%,55.3%,45.7%
Career (289 matches),,56.2%,45.8%,56.6%,58.5%,52.8%,45.6%,42.4%,55.9%,43.0%
