Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 s Hertogenbosch R32,L vs Bertens,3.8,5.0,2.9,34.7%,47.8%,30.8%,50.0%,57.6%,31.1%,-7.5,-11.4,-1.0,-2.4
2019 Australian Open R64,L vs Wozniacki,5.6,6.7,4.5,32.7%,35.0%,62.5%,26.3%,53.7%,11.6%,-8.0,-7.0,-2.5,-2.6
2018 Nurnberg F,W vs Riske Amritraj,5.0,5.0,5.0,50.0%,51.4%,63.3%,55.0%,49.7%,27.2%,10.0,6.5,0.0,0.0
2017 Linz QF,L vs Golubic,5.4,6.0,5.0,45.5%,39.3%,31.8%,50.0%,56.1%,21.4%,-4.0,-3.0,-5.0,-6.0
2017 Miami R128,W vs Niculescu,6.2,5.4,6.8,61.0%,59.4%,56.5%,44.4%,61.9%,17.1%,17.5,8.6,4.5,4.3
2016 New Haven R16,W vs Rogers,4.2,4.0,4.3,54.8%,62.1%,71.4%,28.6%,51.0%,16.5%,4.5,3.8,1.5,1.5
2016 Roland Garros R64,L vs Pironkova,5.9,5.6,6.4,50.7%,41.4%,54.2%,46.9%,53.5%,26.4%,13.5,6.5,-10.5,-7.7
2016 Nurnberg R32,L vs Friedsam,5.6,5.6,5.7,48.8%,44.2%,33.3%,43.8%,51.9%,20.0%,-0.5,-0.4,-3.5,-3.4
2016 Istanbul R16,L vs Sevastova,5.7,5.6,5.9,39.6%,53.5%,42.9%,50.0%,52.2%,18.2%,1.0,0.6,1.0,0.8
2016 Hobart SF,L vs Cornet,4.3,4.9,3.4,40.0%,31.8%,37.5%,16.7%,54.0%,18.7%,-2.0,-2.4,-11.0,-18.3
2016 Hobart R16,W vs Gasparyan,5.8,5.5,6.1,57.7%,39.4%,52.9%,47.4%,55.2%,26.3%,-3.0,-1.2,6.5,4.3
2016 Auckland R32,L vs Ostapenko,3.5,3.4,3.5,46.1%,48.3%,14.3%,50.0%,55.0%,42.9%,-1.0,-1.1,1.5,3.4
2015 Bastad F,W vs Barthel,4.7,4.4,4.9,65.9%,43.6%,37.5%,44.0%,47.4%,14.2%,6.0,4.2,3.0,2.2
2015 Bastad SF,W vs Putintseva,5.0,4.4,5.4,59.6%,66.7%,35.7%,83.3%,57.0%,11.8%,13.5,10.7,-1.0,-1.1
2015 Eastbourne R64,L vs Vandeweghe,3.3,3.2,3.5,47.9%,31.4%,45.5%,42.9%,53.0%,18.3%,-5.5,-4.7,-9.5,-11.2
2015 Australian Open R64,L vs Radwanska,5.3,5.1,5.4,25.0%,26.7%,0.0%,41.7%,59.6%,33.9%,-12.0,-15.0,-4.0,-10.3
2013 Bastad F,L vs Williams,4.6,5.4,3.8,51.7%,38.2%,30.0%,28.6%,62.2%,15.9%,-4.5,-3.7,-1.0,-1.6
Career (17 matches),,4.9,4.9,4.9,49.3%,45.3%,44.3%,45.1%,54.4%,21.3%,1.1,0.8,-1.8,-2.0
