Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 US Open R64,L vs Kerber,36,49,0.7,18.6%,25.3%,35,39,0.9,19.7%,21.9%,16.9%,2.8%,0.9,17.5%,19.6%
2018 US Open R128,W vs Cornet,21,39,0.5,12.7%,23.5%,21,35,0.6,13.5%,22.6%,7.1%,5.8%,0.5,13.9%,25.3%
2018 Wimbledon R128,L vs Williams,16,27,0.6,8.2%,13.9%,14,16,0.9,8.2%,9.4%,5.3%,2.9%,0.9,15.5%,17.0%
2017 Wimbledon R128,L vs Kvitova,8,10,0.8,6.3%,7.9%,7,6,1.2,6.4%,5.5%,6.4%,0.0%,1.4,24.6%,17.5%
2017 Roland Garros R64,L vs Putintseva,23,27,0.9,12.7%,14.9%,22,26,0.8,12.7%,15.0%,10.4%,2.3%,1.0,19.3%,19.9%
2017 Roland Garros R128,W vs Vikhlyantseva,14,23,0.6,9.7%,16.0%,12,19,0.6,9.1%,14.4%,6.8%,1.5%,0.4,11.1%,30.6%
2016 US Open R32,L vs Williams,5,11,0.5,5.6%,12.2%,5,8,0.6,6.3%,10.1%,5.1%,1.3%,1.4,26.7%,18.9%
2016 US Open R64,W vs Allertova,9,13,0.7,9.6%,13.8%,8,10,0.8,9.6%,12.0%,7.2%,1.2%,0.3,10.6%,35.1%
2016 Wimbledon R128,L vs Makarova,13,32,0.4,9.8%,24.2%,8,24,0.3,7.0%,21.1%,3.5%,3.5%,2.5,20.5%,8.3%
2016 Roland Garros R64,L vs Pironkova,28,37,0.8,17.5%,23.1%,25,35,0.7,16.8%,23.5%,12.8%,4.0%,0.9,16.9%,19.4%
2016 Australian Open R64,L vs Brengle,41,63,0.7,21.2%,32.6%,41,60,0.7,21.8%,31.9%,14.4%,6.9%,0.5,8.3%,16.6%
2015 Wimbledon R128,L vs Mchale,14,26,0.5,14.6%,27.1%,11,21,0.5,12.8%,24.4%,8.1%,2.3%,1.3,15.6%,12.5%
2015 Australian Open R64,L vs Radwanska,4,22,0.2,6.1%,33.3%,4,20,0.2,6.7%,33.3%,5.0%,1.7%,2.3,27.3%,12.1%
2014 US Open R32,L vs Jankovic,6,30,0.2,7.1%,35.7%,6,28,0.2,7.6%,35.4%,6.3%,1.3%,1.3,21.4%,16.7%
2014 US Open R64,W vs Stephens,11,30,0.4,5.7%,15.5%,11,23,0.5,6.0%,12.6%,3.8%,0.0%,0.6,18.6%,32.5%
2014 Wimbledon R128,L vs Jovanovski,10,14,0.7,9.0%,12.6%,10,13,0.8,9.5%,12.4%,6.7%,1.9%,1.1,21.6%,18.9%
2014 Roland Garros R32,L vs Bouchard,10,25,0.4,7.8%,19.5%,10,21,0.5,8.5%,17.8%,5.9%,2.5%,0.9,21.1%,23.4%
2014 Roland Garros R64,W vs Pennetta,38,32,1.2,19.1%,16.1%,35,29,1.2,18.3%,15.2%,13.6%,4.7%,1.1,20.1%,18.1%
2014 Roland Garros R128,W vs Kirilenko,7,15,0.5,7.1%,15.2%,6,12,0.5,6.5%,13.0%,5.4%,1.1%,0.4,10.1%,28.3%
2014 Australian Open R128,L vs Azarenka,13,29,0.4,9.4%,20.9%,11,24,0.5,8.8%,19.2%,,,0.8,19.4%,23.0%
Career (23 matches),,362,636,0.6,11.4%,20.0%,333,542,0.6,11.3%,18.5%,7.7%,2.7%,0.8,17.6%,20.9%
