Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 s Hertogenbosch R32,L vs Bertens,12.2%,17.1%,39.4%,13.0%,17.4%,35.0%,69.2%,20.0%,0.0%,13.3%,20.0%,46.2%,20.0%,60.0%,33.3%,9
2019 Australian Open R64,L vs Wozniacki,12.7%,18.2%,41.3%,17.6%,26.5%,46.4%,75.0%,33.3%,20.0%,5.3%,5.3%,33.3%,10.0%,11.1%,0.0%,-64
2018 Nurnberg F,W vs Riske Amritraj,18.9%,18.9%,53.1%,24.4%,24.4%,50.0%,33.3%,66.7%,66.7%,16.7%,16.7%,60.0%,0.0%,88.9%,100.0%,46
2017 Linz QF,L vs Golubic,5.8%,7.7%,38.8%,8.1%,10.8%,44.1%,76.5%,35.0%,25.0%,0.0%,0.0%,26.7%,11.1%,100.0%,100.0%,-119
2017 Miami R128,W vs Niculescu,12.3%,22.8%,53.2%,16.3%,27.9%,55.6%,76.5%,84.6%,100.0%,0.0%,9.1%,45.5%,16.7%,80.0%,-,-119
2016 New Haven R16,W vs Rogers,31.8%,42.4%,62.5%,37.5%,52.1%,70.0%,13.6%,76.9%,50.0%,23.1%,23.1%,40.0%,0.0%,70.0%,100.0%,73
2016 Roland Garros R64,L vs Pironkova,14.9%,27.6%,52.8%,16.9%,35.6%,53.1%,80.8%,21.2%,14.3%,11.5%,11.5%,52.2%,7.7%,69.2%,50.0%,-18
2016 Nurnberg R32,L vs Friedsam,14.5%,20.3%,45.6%,15.6%,24.4%,44.7%,14.3%,75.0%,66.7%,13.6%,13.6%,47.4%,0.0%,91.7%,-,-3
2016 Istanbul R16,L vs Sevastova,9.0%,11.9%,50.8%,10.9%,15.2%,58.5%,30.4%,69.6%,83.3%,5.3%,5.3%,33.3%,0.0%,61.5%,33.3%,-64
2016 Hobart SF,L vs Cornet,18.9%,26.4%,34.1%,18.9%,27.0%,30.0%,76.5%,45.0%,71.4%,21.4%,28.6%,45.5%,14.3%,57.1%,-,47
2016 Hobart R16,W vs Gasparyan,22.8%,30.4%,42.3%,23.1%,33.8%,52.0%,53.1%,45.5%,66.7%,22.2%,22.2%,19.0%,11.1%,50.0%,33.3%,-104
2016 Auckland R32,L vs Ostapenko,22.6%,30.2%,41.2%,26.7%,40.0%,40.9%,30.8%,64.7%,75.0%,25.0%,25.0%,41.7%,0.0%,85.7%,100.0%,81
2015 Bastad F,W vs Barthel,28.7%,36.8%,47.5%,30.6%,40.3%,46.5%,20.0%,78.1%,100.0%,27.3%,31.8%,50.0%,14.3%,100.0%,100.0%,41
2015 Bastad SF,W vs Putintseva,40.5%,42.9%,79.2%,45.2%,48.4%,76.5%,18.2%,85.0%,-,30.0%,30.0%,85.7%,14.3%,33.3%,-,6
2015 Eastbourne R64,L vs Vandeweghe,26.7%,29.5%,39.4%,29.6%,33.8%,38.0%,11.4%,36.1%,44.4%,25.0%,25.0%,42.9%,0.0%,38.9%,50.0%,109
2015 Australian Open R64,L vs Radwanska,10.3%,13.8%,25.0%,16.7%,22.2%,26.7%,30.0%,62.5%,0.0%,0.0%,0.0%,22.2%,25.0%,60.0%,66.7%,-119
2013 Bastad F,L vs Williams,19.0%,22.4%,34.0%,20.0%,26.7%,41.7%,30.8%,64.7%,66.7%,17.9%,17.9%,26.1%,13.3%,30.8%,40.0%,-104
Career (17 matches),,19.6%,25.6%,45.7%,22.5%,30.9%,48.1%,41.9%,56.9%,57.1%,16.0%,17.3%,40.5%,8.6%,63.0%,56.8%,42
