Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),64,803,52,1794,50,1756,67,1704,55,1657,,,,
2025,52,1013,61,1768,59,1732,77,1691,61,1644,,,,
2024,293,176,89,1718,79,1697,,,83,1597,,,,
2023,1146,7,,,,,,,,,,,,
2022,38,1095,42,1832,31,1820,40,1755,78,1603,,,,
2021,26,1936,43,1822,42,1772,42,1754,80,1607,,,,
2020,39,1402,27,1834,22,1811,56,1714,,,134,630,,
2019,36,1243,43,1819,39,1781,56,1716,78,1632,179,390,,
2018,99,590,88,1709,81,1672,74,1669,117,1531,539,25,,
2017,229,228,246,1487,227,1455,212,1468,203,1422,456,115,,
2016,204,267,117,1658,113,1614,233,1433,139,1511,854,45,,
2015,981,13,,,,,,,,,800,53,,
2014,1199,6,,,,,,,,,1173,18,,
2013,1790,1,,,,,,,,,,,,
