Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Musetti,119.2,126.1,9.8,130.7,117.2,142,105,107.1,7.6,111.8,102.4,120,89
2021 US Open R16,L vs Harris,113.6,120.5,11.0,123.1,116.6,140,89,100.5,6.8,102.0,98.2,114,86
2021 US Open R32,W vs Basilashvili,116.9,123.9,11.7,128.1,119.7,140,84,101.4,6.4,103.7,100.3,110,87
2021 US Open R64,W vs Musetti,117.8,123.7,10.7,128.3,117.6,142,94,101.3,6.3,104.2,101.4,112,88
2021 US Open R128,W vs Kwon,117.1,123.1,10.9,126.5,120.9,141,93,99.6,6.8,103.0,96.0,112,88
2020 US Open R128,L vs Goffin,116.8,123.5,10.6,126.9,120.4,139,102,104.8,8.4,107.8,102.7,118,88
2019 US Open R64,L vs Koepfer,115.0,121.3,9.4,123.6,108.7,137,95,104.4,6.5,,107.0,118,91
2019 US Open R128,W vs Fognini,115.7,125.0,9.6,,,142,99,102.4,6.0,,,116,91
2019 Wimbledon R32,L vs Raonic,120.3,126.1,10.3,130.7,123.2,141,93,105.2,8.0,104.0,106.7,122,92
2019 Wimbledon R64,W vs Wawrinka,120.8,126.1,10.2,129.5,122.9,142,97,107.2,6.8,114.8,105.0,123,83
2017 Australian Open R128,L vs Goffin,117.8,128.5,8.5,132.3,122.6,141,108,100.3,10.0,112.3,93.9,123,76
Career (11 matches),,117.4,124.4,10.2,128.4,120.3,142,84,103.2,7.3,107.0,100.4,123,76
