Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R128,L vs Alcaraz,45.2%,28.9%,1.2%,0/1,1.98,25.9%,43.1%,32.0%,0.0%,2.00,36.4%,65.0%,23.1%,5.0%,1.95,12.0%
2025 Cincinnati R64,W vs De Minaur,60.9%,47.6%,0.0%,0/0,1.92,26.8%,57.1%,42.9%,0.0%,1.88,40.0%,70.0%,57.1%,0.0%,1.95,14.3%
2025 Washington R32,L vs Medvedev,34.2%,53.8%,2.6%,0/2,2.44,15.1%,28.3%,46.2%,2.2%,2.52,28.0%,54.2%,61.5%,4.2%,2.36,3.6%
2025 s Hertogenbosch SF,L vs Bergs,63.8%,33.3%,6.4%,2/1,2.16,15.8%,54.2%,23.1%,4.2%,2.27,21.7%,77.3%,41.2%,9.1%,1.96,6.7%
2025 Barcelona R32,L vs Tsitsipas,66.7%,34.4%,4.2%,1/1,2.05,8.1%,62.5%,40.0%,8.3%,2.26,14.3%,73.9%,29.4%,0.0%,1.78,0.0%
2025 Miami R64,W vs Rune,53.8%,46.0%,3.2%,2/1,2.03,15.6%,56.3%,44.4%,4.7%,2.04,21.4%,58.3%,50.0%,0.0%,2.03,5.9%
2025 Brisbane F,L vs Lehecka,60.0%,33.3%,0.0%,0/0,1.92,50.0%,50.0%,0.0%,0.0%,1.92,50.0%,80.0%,75.0%,0.0%,-,-
2025 Brisbane SF,W vs Mpetshi Perricard,44.9%,54.8%,2.9%,1/1,2.27,84.8%,41.7%,50.0%,2.1%,2.15,95.0%,68.8%,63.6%,6.3%,2.46,69.2%
2025 Brisbane QF,W vs Djokovic,61.6%,48.9%,0.0%,0/0,2.28,51.7%,58.5%,48.4%,0.0%,2.33,54.5%,73.7%,50.0%,0.0%,2.14,42.9%
2024 US Open R128,L vs Musetti,55.3%,46.0%,3.5%,2/2,1.94,31.4%,52.6%,46.7%,1.8%,2.05,8.3%,64.7%,45.5%,5.9%,1.71,55.9%
2024 Newport SF,L vs Michelsen,61.0%,44.0%,7.3%,3/0,2.40,5.9%,55.6%,26.7%,7.4%,2.53,5.9%,71.4%,70.0%,7.1%,2.27,5.9%
2022 Washington R16,L vs Kyrgios,36.1%,45.5%,4.9%,1/2,-,26.7%,35.7%,33.3%,2.4%,-,33.3%,46.7%,71.4%,13.3%,-,23.8%
2022 Wimbledon R64,L vs Van Rijthoven,42.9%,28.3%,7.1%,5/5,2.16,62.2%,36.6%,29.4%,4.3%,1.95,82.9%,65.0%,26.9%,15.0%,2.44,36.4%
2022 Queens Club R32,L vs De Minaur,66.1%,30.8%,1.7%,0/1,-,59.5%,72.2%,15.4%,2.8%,-,72.0%,65.0%,61.5%,0.0%,-,33.3%
2022 Geneva SF,L vs Ruud,50.0%,25.0%,1.6%,0/1,-,56.4%,46.8%,22.7%,2.1%,-,48.0%,66.7%,30.0%,0.0%,-,71.4%
2022 Rome R64,L vs Wawrinka,65.3%,51.6%,1.0%,0/1,-,67.4%,63.5%,48.5%,0.0%,-,72.4%,70.5%,54.8%,2.3%,-,58.8%
2022 Houston F,W vs Isner,47.8%,60.6%,2.9%,0/2,-,5.3%,47.9%,52.2%,2.1%,-,7.7%,52.6%,80.0%,5.3%,-,0.0%
2022 Houston SF,W vs Kyrgios,58.6%,61.8%,0.0%,0/0,-,14.8%,48.7%,57.9%,0.0%,-,8.3%,83.3%,66.7%,0.0%,-,20.0%
2022 Houston QF,W vs Brouwer,74.2%,54.3%,1.6%,0/1,1.96,17.1%,70.6%,41.7%,0.0%,1.90,33.3%,78.6%,68.2%,3.6%,2.03,0.0%
2022 Indian Wells R64,W vs Musetti,62.0%,58.1%,0.0%,0/0,-,36.4%,60.0%,55.6%,0.0%,-,54.5%,81.3%,61.5%,0.0%,-,18.2%
Career (67 matches),,55.8%,42.6%,3.5%,44.0%,2.11,30.1%,52.2%,37.6%,2.6%,2.06,37.2%,70.9%,50.3%,5.6%,2.17,21.4%
