Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R128,L vs Alcaraz,2.5,2.7,2.3,45.8%,30.3%,40.0%,100.0%,54.0%,16.0%,-7.5,-8.9,-12.5,-20.2
2025 Cincinnati R64,W vs De Minaur,2.6,2.6,2.7,52.7%,48.0%,33.3%,100.0%,70.3%,19.6%,0.5,0.5,2.0,5.4
2025 Washington R32,L vs Medvedev,2.4,2.7,2.0,48.6%,39.3%,50.0%,40.0%,58.7%,30.5%,-2.0,-3.1,-4.5,-11.0
2025 s Hertogenbosch SF,L vs Bergs,3.3,3.3,3.2,41.5%,29.6%,66.7%,50.0%,55.6%,14.3%,0.0,0.0,-5.5,-11.5
2025 Barcelona R32,L vs Tsitsipas,3.3,3.2,3.3,41.8%,31.8%,25.0%,20.0%,50.8%,3.2%,-3.0,-5.2,-8.0,-13.3
2025 Miami R64,W vs Rune,2.9,2.8,2.9,53.0%,48.5%,35.7%,80.0%,53.8%,14.4%,2.5,2.5,-4.5,-5.4
2025 Brisbane F,L vs Lehecka,3.1,3.8,2.7,23.5%,60.0%,0.0%,0.0%,50.0%,6.3%,-3.0,-20.0,-3.0,-20.0
2025 Brisbane SF,W vs Mpetshi Perricard,2.6,2.8,2.4,52.0%,75.0%,20.0%,66.7%,64.7%,14.3%,5.0,6.8,7.0,20.0
2025 Brisbane QF,W vs Djokovic,3.3,2.8,3.7,54.4%,62.5%,60.0%,12.5%,54.1%,7.1%,8.5,9.8,-4.5,-5.8
2024 US Open R128,L vs Musetti,2.5,2.3,2.7,47.7%,39.1%,60.0%,40.0%,53.2%,12.5%,-9.0,-8.4,-13.5,-16.1
2024 Newport SF,L vs Michelsen,3.0,3.3,2.7,41.4%,26.9%,0.0%,50.0%,55.4%,15.6%,-1.5,-2.9,-7.0,-18.4
2022 Washington R16,L vs Kyrgios,2.1,2.4,1.9,43.9%,40.0%,50.0%,0.0%,50.0%,15.4%,4.5,12.5,-0.5,-1.5
2022 Wimbledon R64,L vs Van Rijthoven,2.3,2.4,2.2,48.5%,41.9%,41.7%,0.0%,53.4%,24.5%,-9.0,-8.7,-8.5,-12.1
2022 Queens Club R32,L vs De Minaur,3.2,2.9,3.5,49.4%,42.9%,14.3%,25.0%,71.7%,48.8%,-11.5,-14.6,-0.5,-2.5
2022 Geneva SF,L vs Ruud,2.7,2.6,2.7,49.0%,34.8%,14.3%,33.3%,58.9%,3.4%,-14.5,-18.1,-11.5,-20.5
2022 Rome R64,L vs Wawrinka,3.0,2.8,3.2,50.4%,44.7%,38.9%,75.0%,53.4%,12.7%,-13.5,-12.5,-6.5,-6.8
2022 Houston F,W vs Isner,2.8,3.3,2.3,51.9%,41.7%,100.0%,100.0%,59.3%,6.6%,6.0,7.8,1.0,1.8
2022 Houston SF,W vs Kyrgios,2.9,2.8,2.9,54.4%,70.0%,66.7%,50.0%,50.5%,3.6%,11.0,22.4,2.0,3.8
2022 Houston QF,W vs Brouwer,3.4,3.6,3.3,58.0%,62.5%,30.0%,50.0%,51.2%,14.3%,9.5,11.7,0.5,0.7
2022 Indian Wells R64,W vs Musetti,3.2,2.6,3.7,59.4%,80.0%,57.1%,50.0%,56.4%,15.7%,-2.5,-4.0,3.5,8.1
Career (67 matches),,2.9,2.7,3.1,51.2%,46.0%,40.9%,42.9%,55.0%,15.2%,0.2,0.2,-3.5,-5.6
