Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,185,99,86,53.5%,252-218,53.6%,2605-2542,50.6%,101-88,53.4%,184,91.4%,9.0%,23.0%,3.8%,64.6%,80.6%,54.8%,71.5%,27.7%,50.0%,0.97
Clay,38,16,22,42.1%,41-52,44.1%,464-495,48.4%,7-13,35.0%,38,84.1%,12.8%,16.3%,3.8%,62.2%,74.0%,52.4%,65.8%,30.8%,48.7%,0.90
Grass,25,12,13,48.0%,31-37,45.6%,345-378,47.7%,13-10,56.5%,25,86.0%,9.0%,18.6%,3.9%,62.9%,76.8%,53.3%,68.1%,28.5%,48.6%,0.89
Grand Slams,38,17,21,44.7%,69-70,49.6%,724-741,49.4%,21-21,50.0%,38,87.0%,11.4%,19.5%,4.0%,64.4%,76.9%,50.3%,67.5%,29.5%,49.1%,0.91
Masters,66,33,33,50.0%,76-74,50.7%,818-823,49.8%,29-25,53.7%,66,90.0%,8.7%,20.0%,4.3%,63.0%,78.5%,54.5%,69.6%,27.9%,49.3%,0.92
Other Tours,138,74,64,53.6%,172-155,52.6%,1788-1768,50.3%,68-61,52.7%,137,90.6%,9.3%,22.9%,3.5%,64.3%,80.5%,55.7%,71.7%,28.1%,50.0%,0.99
Best of 5,38,17,21,44.7%,69-70,49.6%,724-741,49.4%,21-21,50.0%,38,87.0%,11.4%,19.5%,4.0%,64.4%,76.9%,50.3%,67.5%,29.5%,49.1%,0.91
Best of 3,210,110,100,52.4%,255-237,51.8%,2690-2674,50.1%,100-90,52.6%,209,90.6%,9.0%,22.2%,3.7%,64.0%,80.0%,55.4%,71.1%,27.9%,49.8%,0.97
Finals,7,4,3,57.1%,8-6,57.1%,84-75,52.8%,4-4,50.0%,7,93.7%,9.1%,24.6%,1.9%,71.8%,78.2%,52.7%,71.0%,28.7%,50.2%,0.99
Semi-finals,16,7,9,43.8%,18-22,45.0%,214-237,47.5%,13-8,61.9%,16,89.3%,4.2%,22.2%,2.8%,65.0%,78.6%,59.1%,71.8%,24.1%,48.4%,0.86
Quarter-finals,23,16,7,69.6%,34-16,68.0%,286-243,54.1%,9-6,60.0%,23,94.4%,12.4%,25.1%,2.6%,67.1%,81.5%,56.9%,73.4%,28.2%,51.4%,1.06
vs Righties,211,108,103,51.2%,279-260,51.8%,2923-2925,50.0%,108-93,53.7%,210,89.8%,9.3%,21.7%,3.9%,63.7%,79.2%,54.8%,70.4%,28.1%,49.7%,0.95
vs Lefties,36,18,18,50.0%,43-46,48.3%,475-476,49.9%,12-18,40.0%,36,89.8%,10.8%,20.2%,3.2%,65.7%,79.8%,50.5%,69.7%,29.2%,49.6%,0.96
vs Top 10,25,9,16,36.0%,22-38,36.7%,309-349,47.0%,11-12,47.8%,24,88.3%,5.5%,19.3%,3.3%,65.2%,77.1%,53.2%,68.8%,23.5%,47.6%,0.75
