Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,110,37,73,33.6%,99-158,38.5%,1117-1294,46.3%,16-18,47.1%,13,-,-,2.6%,3.2%,60.0%,57.3%,45.6%,52.6%,38.5%,45.6%,0.81
Clay,32,8,24,25.0%,21-53,28.4%,287-385,42.7%,1-5,16.7%,5,-,-,1.5%,3.3%,68.2%,59.1%,38.3%,52.5%,39.2%,45.8%,0.83
Grass,9,0,9,0.0%,4-18,18.2%,78-125,38.4%,0-4,0.0%,3,-,-,6.1%,5.6%,58.9%,60.3%,40.7%,52.3%,30.1%,41.6%,0.63
Carpet,8,2,6,25.0%,5-13,27.8%,68-93,42.2%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,30,7,23,23.3%,20-51,28.2%,259-373,41.0%,2-5,28.6%,10,-,-,2.8%,4.4%,60.9%,58.0%,40.6%,51.2%,37.2%,44.2%,0.76
Premiers,57,16,41,28.1%,41-86,32.3%,502-652,43.5%,5-5,50.0%,6,-,-,2.6%,3.3%,63.6%,59.0%,44.6%,53.7%,34.7%,44.7%,0.75
Internationals,61,19,42,31.1%,56-90,38.4%,653-742,46.8%,10-16,38.5%,5,-,-,2.9%,2.2%,60.7%,57.4%,47.4%,53.5%,41.1%,47.2%,0.88
Semi-finals,3,0,3,0.0%,2-6,25.0%,36-46,43.9%,0-2,0.0%,0,,,,,,,,,,,
Quarter-finals,8,3,5,37.5%,8-10,44.4%,82-91,47.4%,3-1,75.0%,0,,,,,,,,,,,
vs Righties,146,40,106,27.4%,113-228,33.1%,1409-1766,44.4%,15-26,36.6%,20,-,-,2.8%,3.6%,61.3%,58.8%,43.5%,52.9%,37.7%,45.4%,0.80
vs Lefties,12,6,6,50.0%,14-14,50.0%,129-128,50.2%,2-2,50.0%,1,-,-,1.7%,0.0%,68.3%,41.5%,47.4%,43.3%,38.3%,40.8%,0.68
vs Top 10,12,1,11,8.3%,4-22,15.4%,73-147,33.2%,1-1,50.0%,2,-,-,2.0%,6.0%,54.0%,57.4%,32.6%,46.0%,31.1%,38.4%,0.58
