Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,16,9,7,56.3%,4,2,2,50.0%,2000,2008,R32,2,0.78,3.9%,3.3%,59.2%,57.8%,40.3%,50.7%,38.4%,63.0%,37.5%
Roland Garros,8,Clay,12,4,8,33.3%,1,0,1,0.0%,2000,2008,R64,3,0.88,1.4%,3.6%,63.6%,62.1%,40.0%,54.1%,40.6%,58.3%,55.0%
Wimbledon,9,Grass,15,6,9,40.0%,9,4,5,44.4%,1999,2008,R128,2,0.50,6.7%,7.7%,57.7%,58.3%,31.8%,47.1%,26.5%,57.1%,14.3%
US Open,10,Hard,18,8,10,44.4%,6,4,2,66.7%,1999,2008,R64,3,0.76,1.5%,4.4%,60.8%,53.2%,46.3%,50.5%,37.7%,48.4%,29.4%
Quebec City,8,Hard,20,11,9,55.0%,9,5,4,55.6%,2000,2009,SF,0,,,,,,,,,,
Miami,8,Hard,17,9,8,52.9%,9,5,4,55.6%,2000,2008,R64,2,0.80,4.3%,2.2%,61.1%,61.9%,52.8%,58.4%,33.3%,68.4%,40.0%
Indian Wells,8,Hard,16,7,9,43.8%,1,0,1,0.0%,2000,2008,R64,1,0.80,2.2%,1.1%,60.2%,62.5%,51.4%,58.1%,33.7%,63.6%,28.6%
Charleston,8,Clay,15,6,9,40.0%,5,2,3,40.0%,2002,2010,R16,3,0.82,1.3%,2.6%,75.0%,56.1%,26.3%,48.7%,42.2%,25.0%,30.3%
Stanford,7,Hard,16,7,9,43.8%,2,0,2,0.0%,2000,2010,R16,1,0.69,1.8%,3.6%,69.1%,47.4%,41.2%,45.5%,37.7%,44.4%,66.7%
Memphis,6,Hard,17,10,7,58.8%,9,6,3,66.7%,2002,2008,SF,2,0.98,3.5%,2.5%,59.1%,65.8%,45.7%,57.6%,41.5%,64.0%,47.1%
