Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Madrid Q1,W vs Nava,31.3%,51.6%,60.5%,39.2%,34.9%,55.8%,53.6%,46.7%,60.0%,60.9%,100.0%,25.0%,45.0%,73.3%,-7
2023 Basel R32,L vs Stricker,26.2%,41.0%,52.3%,33.1%,37.1%,54.3%,50.0%,49.1%,66.7%,45.0%,-,12.0%,24.0%,54.5%,-21
Career (2 matches),,28.8%,46.4%,56.3%,36.2%,35.9%,55.1%,52.0%,47.8%,62.9%,53.5%,100.0%,17.8%,33.3%,62.2%,-15
