Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2005,,,76,1745,90,1642,39,1792,40,1687,,,,
2004,20,1334,24,1936,30,1836,17,1898,18,1792,,,,
2003,24,1151,32,1899,39,1783,23,1857,21,1784,,,,
2002,17,1596,28,1926,33,1824,21,1872,30,1716,,,,
2001,14,1738,23,1948,26,1842,17,1888,32,1708,,,,
2000,63,499,40,1875,39,1791,27,1836,54,1643,,,,
1999,26,976,23,1992,27,1879,23,1910,41,1719,,,,
1998,19,1389,19,2031,24,1895,18,1936,30,1732,,,,
1997,43,592,39,1892,43,1790,35,1824,47,1666,,,,
1996,34,759,56,1841,56,1748,49,1773,57,1646,,,,
1995,52,30,81,1784,93,1683,78,1711,63,1649,,,,
1994,52,28,74,1793,90,1673,71,1710,63,1648,,,,
1993,85,17,123,1715,141,1617,122,1640,105,1567,,,,
1992,172,6,215,1592,226,1500,164,1593,166,1455,,,,
1991,69,17,119,1727,154,1595,86,1698,,,,,,
1990,194,4,234,1541,233,1460,203,1502,,,,,,
1989,172,5,233,1530,298,1373,194,1503,,,,,,
