Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,26,15,11,57.7%,2,1,1,50.0%,1994,2005,R16,8,1.10,0.9%,2.8%,74.9%,58.1%,44.1%,54.6%,50.0%,54.1%,54.8%
Roland Garros,14,Clay,38,23,15,60.5%,7,3,4,42.9%,1991,2005,R16,8,1.11,0.4%,4.4%,66.6%,60.7%,45.9%,55.7%,49.3%,50.8%,51.9%
Wimbledon,14,Grass,30,16,14,53.3%,4,3,1,75.0%,1992,2005,QF,8,1.01,1.2%,3.1%,72.8%,57.8%,46.3%,54.7%,45.6%,51.9%,46.3%
US Open,16,Hard,27,11,16,40.7%,9,0,9,0.0%,1989,2005,R16,5,1.14,1.2%,3.4%,70.5%,61.6%,54.9%,59.7%,46.1%,65.2%,63.4%
Olympics,2,,5,3,2,60.0%,0,0,0,-,2000,2004,R16,0,,,,,,,,,,
Fed Cup,8,,29,21,8,72.4%,10,5,5,50.0%,1994,2004,,1,0.69,1.3%,1.3%,71.3%,57.9%,60.9%,58.8%,28.6%,81.8%,0
Rome,16,Clay,28,12,16,42.9%,4,3,1,75.0%,1988,2005,QF,0,,,,,,,,,,
Paris,11,Carpet,24,13,11,54.2%,2,0,2,0.0%,1990,2005,SF,0,,,,,,,,,,
Amelia Island,10,Clay,28,18,10,64.3%,4,1,3,25.0%,1990,2005,F,0,,,,,,,,,,
Palermo,10,Clay,25,15,10,60.0%,11,6,5,54.5%,1990,2005,SF,0,,,,,,,,,,
Eastbourne,10,Grass,22,12,10,54.5%,4,2,2,50.0%,1993,2005,SF,0,,,,,,,,,,
Zurich,10,Hard,19,9,10,47.4%,6,4,2,66.7%,1996,2005,QF,0,,,,,,,,,,
