Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,48,25,23,52.1%,53-49,52.0%,484-465,51.0%,5-3,62.5%,12,-,-,0.8%,4.3%,69.0%,58.1%,43.1%,53.5%,49.6%,51.5%,1.07,F (Amelia Island)
2004,69,44,25,63.8%,95-67,58.6%,798-702,53.2%,10-7,58.8%,12,-,-,1.0%,2.1%,74.0%,57.5%,52.6%,56.2%,45.8%,51.1%,1.05,F (2x)
2003,50,25,25,50.0%,63-56,52.9%,580-556,51.1%,8-5,61.5%,10,-,-,1.2%,4.0%,70.0%,63.2%,47.7%,58.5%,46.6%,52.4%,1.12,W (Strasbourg)
2002,71,42,29,59.2%,90-67,57.3%,775-688,53.0%,6-10,37.5%,0,,,,,,,,,,,,W (Strasbourg)
2001,69,43,26,62.3%,91-69,56.9%,752-703,51.7%,6-7,46.2%,0,,,,,,,,,,,,W (Strasbourg)
2000,42,22,20,52.4%,48-47,50.5%,446-433,50.7%,1-8,11.1%,0,,,,,,,,,,,,F (Gold Coast)
1999,60,33,27,55.0%,73-57,56.2%,631-578,52.2%,5-4,55.6%,0,,,,,,,,,,,,F (Prostejov)
1998,68,42,26,61.8%,82-64,56.2%,672-614,52.3%,6-6,50.0%,0,,,,,,,,,,,,F (4x)
1997,43,22,21,51.2%,48-44,52.2%,416-413,50.2%,3-5,37.5%,0,,,,,,,,,,,,QF (Palermo)
1996,46,23,23,50.0%,45-47,48.9%,406-411,49.7%,7-2,77.8%,0,,,,,,,,,,,,SF (2x)
1995,38,20,18,52.6%,41-29,58.6%,342-285,54.5%,3-12,20.0%,0,,,,,,,,,,,,SF (2x)
1994,41,21,20,51.2%,45-44,50.6%,406-394,50.7%,1-5,16.7%,0,,,,,,,,,,,,SF (Styria)
1993,21,9,12,42.9%,20-27,42.6%,195-221,46.9%,3-2,60.0%,0,,,,,,,,,,,,QF (Taranto)
1992,15,5,10,33.3%,9-21,30.0%,104-151,40.8%,2-1,66.7%,0,,,,,,,,,,,,SF (Palermo)
1991,18,9,9,50.0%,18-21,46.2%,159-178,47.2%,1-1,50.0%,0,,,,,,,,,,,,F (San Marino)
1990,7,3,4,42.9%,7-8,46.7%,70-65,51.9%,0-0,-,0,,,,,,,,,,,,R16 (3x)
1989,6,3,3,50.0%,6-8,42.9%,58-66,46.8%,1-0,100.0%,0,,,,,,,,,,,,QF (Taranto)
Career,712,391,321,54.9%,834-725,53.5%,7294-6923,51.3%,68-78,46.6%,34,-,-,1.0%,3.3%,71.4%,59.1%,48.0%,55.9%,47.3%,51.6%,1.07,
