Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,235,146,89,62.1%,360-247,59.3%,3214-2912,52.5%,69-55,55.6%,225,84.2%,20.4%,12.1%,3.1%,54.0%,78.0%,52.3%,66.2%,36.1%,51.1%,1.07
Clay,261,183,78,70.1%,444-245,64.4%,3660-2942,55.4%,39-60,39.4%,232,79.8%,30.7%,8.3%,2.7%,54.7%,73.5%,51.0%,63.3%,41.4%,52.2%,1.13
Grass,15,7,8,46.7%,23-25,47.9%,236-246,49.0%,1-4,20.0%,14,85.8%,15.5%,12.0%,4.8%,60.6%,80.6%,46.7%,67.2%,33.6%,51.1%,1.03
Carpet,44,24,20,54.5%,58-56,50.9%,609-626,49.3%,26-17,60.5%,35,86.5%,12.2%,12.8%,3.6%,54.9%,79.6%,54.4%,68.3%,32.3%,49.8%,1.02
Grand Slams,95,65,30,68.4%,217-135,61.6%,1871-1608,53.8%,23-29,44.2%,95,82.4%,25.1%,9.7%,2.8%,56.1%,76.5%,51.0%,65.3%,38.8%,52.0%,1.12
Masters,172,110,62,64.0%,245-164,59.9%,2133-1871,53.3%,33-40,45.2%,169,81.7%,25.3%,10.3%,2.9%,54.2%,75.5%,52.4%,64.9%,38.1%,51.4%,1.09
Other Tours,244,158,86,64.8%,344-215,61.5%,2986-2613,53.3%,68-51,57.1%,232,83.0%,23.5%,10.9%,3.3%,54.0%,76.5%,51.6%,65.1%,38.0%,51.4%,1.09
Best of 5,131,88,43,67.2%,293-189,60.8%,2565-2225,53.5%,36-43,45.6%,103,82.4%,24.9%,9.7%,2.7%,55.9%,76.2%,51.2%,65.2%,38.7%,51.9%,1.11
Best of 3,424,272,152,64.2%,592-384,60.7%,5154-4501,53.4%,99-93,51.6%,403,82.5%,24.1%,10.8%,3.2%,54.1%,76.2%,51.9%,65.0%,37.9%,51.3%,1.08
Finals,29,20,9,69.0%,54-28,65.9%,433-371,53.9%,8-5,61.5%,29,81.7%,26.2%,9.4%,2.4%,53.7%,75.3%,51.2%,64.1%,39.4%,51.7%,1.10
Semi-finals,40,29,11,72.5%,67-34,66.3%,546-447,55.0%,9-11,45.0%,40,84.4%,25.6%,11.7%,2.4%,55.5%,76.9%,50.5%,65.2%,39.2%,52.1%,1.12
Quarter-finals,69,39,30,56.5%,90-85,51.4%,881-835,51.3%,11-18,37.9%,68,80.8%,22.4%,10.0%,2.5%,56.0%,74.6%,50.5%,64.0%,37.3%,50.6%,1.04
vs Righties,474,300,174,63.3%,739-513,59.0%,6585-5845,53.0%,112-122,47.9%,433,81.7%,24.2%,10.2%,3.0%,54.7%,75.7%,51.3%,64.7%,38.0%,51.3%,1.08
vs Lefties,80,59,21,73.8%,144-60,70.6%,1122-879,56.1%,23-14,62.2%,73,87.1%,24.9%,12.2%,3.4%,54.0%,79.2%,54.2%,67.7%,38.9%,53.0%,1.20
vs Top 10,74,38,36,51.4%,103-96,51.8%,968-972,49.9%,15-16,48.4%,66,77.9%,21.1%,9.5%,2.8%,54.3%,73.5%,50.0%,62.7%,36.8%,49.8%,0.99
