Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2008,1150,5,,,,,,,,,577,75,,
2007,680,25,158,1589,114,1595,111,1618,,,498,87,,
2006,1078,6,,,,,,,,,526,76,,
2005,291,115,100,1689,78,1675,59,1723,,,,,,
2004,40,905,46,1818,53,1737,12,1888,,,765,35,,
2003,16,1470,14,1918,16,1863,9,1922,36,1700,137,360,72,1589
2002,37,935,18,1939,20,1865,10,1946,,,96,625,,
2001,2,3855,4,2040,6,1962,1,2103,,,149,435,,
2000,1,4195,2,2071,2,1999,1,2075,9,1808,130,460,,
1999,5,2601,14,1964,18,1879,3,1991,29,1737,80,852,,
1998,23,1472,28,1911,30,1844,9,1930,91,1583,94,680,,
1997,14,2215,30,1923,18,1898,16,1925,74,1617,58,1090,,
1996,88,556,67,1819,132,1626,47,1808,,,140,462,,
1995,188,,214,1557,239,1427,186,1553,,,178,314,,
1994,371,,,,,,,,,,430,92,,
1993,670,,,,,,,,,,732,25,,
