Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Yevgeny Kafelnikov [RUS],7,5,58.3%,2,2,0,100.0%,1996,2001,11,1.06,10.1%,2.7%,51.9%,73.1%,51.5%,62.7%,39.5%,62.5%,35.7%
11,Magnus Norman [SWE],7,4,63.6%,2,2,0,100.0%,1995,2003,10,1.11,10.5%,2.7%,51.6%,74.0%,50.1%,62.5%,41.5%,65.7%,37.6%
11,Andre Agassi [USA],4,7,36.4%,3,1,2,33.3%,1997,2002,11,0.95,15.2%,2.3%,54.0%,78.6%,50.5%,65.7%,32.6%,64.3%,38.8%
9,Alex Corretja [ESP],7,2,77.8%,4,1,3,25.0%,1998,2004,7,1.22,9.6%,2.0%,56.0%,75.5%,51.2%,64.8%,43.0%,69.2%,43.2%
9,Sjeng Schalken [NED],7,2,77.8%,7,3,4,42.9%,1997,2002,8,1.16,11.5%,3.2%,56.8%,79.6%,51.1%,67.3%,38.0%,64.9%,46.2%
8,Andrei Pavel [ROU],7,1,87.5%,4,3,1,75.0%,1996,2005,6,1.32,10.4%,0.9%,53.3%,74.5%,56.5%,66.1%,44.7%,69.7%,51.2%
8,Tim Henman [GBR],3,5,37.5%,3,2,1,66.7%,1998,2005,8,0.83,7.7%,2.6%,54.6%,71.9%,50.7%,62.3%,31.2%,66.1%,26.8%
8,Goran Ivanisevic [CRO],6,2,75.0%,4,4,0,100.0%,1998,2003,8,1.18,14.3%,2.7%,55.6%,81.1%,55.9%,69.9%,35.4%,66.7%,42.6%
8,Carlos Moya [ESP],5,3,62.5%,4,2,2,50.0%,1996,2003,5,0.89,6.3%,3.9%,52.4%,68.5%,43.4%,56.5%,38.6%,59.1%,56.5%
8,Albert Costa [ESP],6,2,75.0%,3,3,0,100.0%,1996,2002,8,1.04,10.9%,3.5%,53.6%,75.5%,51.7%,64.5%,36.9%,59.6%,47.1%
8,Patrick Rafter [AUS],4,4,50.0%,4,3,1,75.0%,1999,2001,6,1.14,12.5%,3.1%,57.8%,79.4%,56.4%,69.7%,34.4%,63.2%,27.8%
8,Nicolas Lapentti [ECU],6,2,75.0%,4,2,2,50.0%,1994,2001,5,1.05,7.2%,3.2%,51.3%,71.9%,49.8%,61.1%,40.8%,74.5%,42.2%
7,Ivan Ljubicic [CRO],5,2,71.4%,5,2,3,40.0%,1996,2008,6,1.05,7.1%,2.1%,60.0%,72.0%,51.3%,63.7%,37.9%,51.6%,54.1%
7,Guillermo Canas [ARG],7,0,100.0%,1,0,1,0.0%,1998,2004,7,1.23,7.3%,3.0%,51.5%,75.6%,54.3%,65.3%,42.7%,71.7%,50.0%
7,Vincent Spadea [USA],6,1,85.7%,5,3,2,60.0%,1996,2004,6,1.09,9.0%,2.6%,52.8%,76.9%,52.5%,65.4%,37.7%,69.7%,34.7%
