Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,6,3,3,50.0%,1997,2004,R32,15,1.03,9.2%,2.8%,56.5%,75.0%,49.8%,64.0%,37.1%,55.2%,43.5%
Roland Garros,11,Clay,44,36,8,81.8%,21,11,10,52.4%,1996,2008,W,44,1.17,7.8%,2.6%,54.9%,73.4%,51.9%,63.7%,42.5%,67.5%,37.6%
Wimbledon,5,Grass,12,7,5,58.3%,4,1,3,25.0%,1997,2003,QF,12,1.07,11.9%,4.1%,61.4%,81.1%,46.9%,67.9%,34.5%,69.3%,42.3%
US Open,9,Hard,24,15,9,62.5%,21,8,13,38.1%,1997,2005,QF,24,1.08,12.4%,2.7%,55.4%,80.7%,51.8%,67.9%,34.9%,63.2%,35.8%
Olympics,2,,5,3,2,60.0%,1,1,0,100.0%,2000,2004,QF,0,,,,,,,,,,
Davis Cup,9,,33,22,11,66.7%,24,10,14,41.7%,1996,2005,,0,,,,,,,,,,
Monte Carlo Masters,9,Clay,21,14,7,66.7%,6,1,5,16.7%,1997,2008,W,21,1.09,6.7%,2.7%,52.5%,72.1%,49.6%,61.4%,42.2%,54.8%,44.1%
Miami Masters,9,Hard,20,11,9,55.0%,14,7,7,50.0%,1997,2008,F,19,0.98,12.0%,4.2%,51.5%,77.6%,52.6%,65.5%,33.8%,63.8%,39.8%
Hamburg Masters,8,Clay,23,16,7,69.6%,6,2,4,33.3%,1997,2005,W,23,1.12,5.4%,1.9%,58.1%,69.7%,50.1%,61.5%,43.1%,60.4%,50.6%
Indian Wells Masters,8,Hard,22,14,8,63.6%,11,6,5,54.5%,1997,2007,F,22,1.07,11.3%,2.3%,52.5%,76.1%,52.9%,65.1%,37.3%,57.7%,38.9%
Rome Masters,7,Clay,27,21,6,77.8%,2,1,1,50.0%,1998,2005,W,26,1.21,9.9%,2.5%,55.7%,74.7%,53.7%,65.4%,41.9%,64.3%,48.7%
Cincinnati Masters,7,Hard,22,16,6,72.7%,10,6,4,60.0%,1997,2004,W,22,1.11,12.4%,3.2%,52.7%,78.7%,54.0%,67.0%,36.5%,62.6%,42.6%
