Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka R32,W vs Kuznetsova,1.08,2.53,34.5,2.1,-,76.2%,-,72.2%,66.7%,52.4%
2019 W15 Tabarka R32,W vs Poduraeva,1.03,1.55,53.0,2.0,-,72.4%,-,55.2%,54.2%,55.0%
2019 W15 Tabarka R16,L vs Brunskog,0.96,0.73,26.7,2.1,-,24.3%,-,38.2%,51.6%,53.3%
2019 W15 Cancun R32,L vs Zhu,0.95,0.60,38.1,2.0,0.0%,29.0%,0.0%,58.6%,28.0%,44.0%
2019 W15 Cancun R32,L vs Leon,0.81,0.63,45.5,2.0,0.0%,34.6%,0.0%,56.0%,50.0%,34.6%
2019 W15 Cancun R32,L vs Biran,1.10,0.55,31.3,2.1,0.0%,16.7%,0.0%,22.2%,54.2%,26.1%
2019 W15 Tabarka QF,L vs Lodikova,0.89,0.63,41.7,2.4,0.0%,44.0%,0.0%,29.2%,51.2%,39.0%
2019 W15 Tabarka R16,W vs Makhorkina,1.13,1.57,46.1,2.3,0.0%,61.5%,0.0%,60.0%,55.2%,53.8%
2019 W15 Tabarka R32,W vs Ka,1.02,1.16,66.2,3.4,2.3%,50.0%,0.0%,51.2%,59.1%,53.5%
2019 W15 Sharm El Sheikh R32,L vs Mironova,1.10,0.53,38.2,2.0,0.0%,29.2%,0.0%,45.5%,33.3%,27.3%
2019 W15 Manacor R32,L vs Schaefer,1.21,0.71,43.9,3.6,0.0%,37.9%,0.0%,39.3%,37.5%,34.8%
2019 W15 Manacor R16,L vs Payola,0.81,0.57,35.0,2.0,0.0%,29.6%,0.0%,39.1%,50.0%,43.5%
2019 W15 Manacor R32,W vs Alogo Piqueras,1.06,1.33,56.4,2.8,0.0%,60.5%,0.0%,50.0%,54.1%,57.6%
2017 Castellon $15K R32,L vs Gerlach,0.90,0.78,66.1,2.5,0.0%,43.8%,0.0%,56.7%,45.7%,40.6%
2017 Benicarlo $15K R16,L vs Juhaszova,0.90,0.79,57.9,3.7,0.0%,43.6%,0.0%,48.6%,55.3%,38.2%
2017 Benicarlo $15K R32,W vs Cortez Llorca,1.10,1.27,52.5,2.4,0.0%,48.6%,0.0%,52.8%,48.7%,65.8%
2017 Vinaros $15K R32,L vs Udvardy,1.10,0.79,52.8,2.2,3.6%,42.9%,0.0%,33.3%,43.5%,45.0%
2017 Las Palmas de Gran Canaria $15K R32,L vs Marzal Martinez,1.08,0.81,61.3,2.9,0.0%,39.5%,0.0%,45.7%,48.4%,37.0%
2017 Oeiras $15K R16,L vs Carrillo Marin,0.90,0.80,60.2,3.8,0.0%,53.8%,2.7%,56.8%,46.5%,32.5%
2017 Oeiras $15K R32,W vs Giangreco Campiz,1.12,1.32,63.0,2.5,0.0%,45.5%,0.0%,48.8%,54.5%,70.0%
2019 (13 matches),,1.00,0.88,44.4,2.3,0.3%,44.2%,0.0%,47.8%,50.4%,44.9%
2017 (12 matches),,1.02,0.95,61.2,2.7,0.5%,46.0%,0.5%,50.1%,49.1%,47.7%
2016 (5 matches),,0.97,0.93,58.3,2.4,1.1%,54.1%,0.6%,52.1%,48.1%,42.3%
2015 (8 matches),,1.08,1.14,60.1,3.0,0.3%,53.7%,3.0%,57.7%,46.8%,46.6%
2013 (1 matches),,1.04,0.67,41.2,2.0,0.0%,42.4%,3.1%,34.4%,40.0%,39.1%
Career (39 matches),,1.02,0.96,55.3,2.5,0.4%,48.4%,1.0%,51.1%,48.6%,45.8%
